Portfolio,Open,High,Low,Close,Adj Close,Volume
Bitcoin,3866839111,3868742920,3725867432,3742700439,3742700439,4661840806
Bitcoin,3849216309,3947981201,3817409424,3943409424,3943409424,5244856836
Bitcoin,3931048584,3935685059,3826222900,3836741211,3836741211,4530215219
Bitcoin,3832040039,3865934570,3783853760,3857717529,3857717529,4847965467
Bitcoin,4078584961,4092613525,4020894043,4025248291,4025248291,5228625637
Bitcoin,4028472168,4109020996,3996955322,4030847900,4030847900,5306593305
Bitcoin,4031552002,4068403564,4022662842,4035296387,4035296387,5115905225
Bitcoin,4034411377,4064066650,3659174561,3678924561,3678924561,6874143796
Bitcoin,3674015381,3713881836,3653069824,3687365479,3687365479,5538712865
Bitcoin,3557311035,3727836182,3552285156,3706052246,3706052246,5651384490
Bitcoin,3704216309,3720153320,3619949219,3630675293,3630675293,5537192302
Bitcoin,3631509766,3685777100,3624673340,3655006836,3655006836,5394457145
Bitcoin,3651871094,3680135986,3621960938,3678563965,3678563965,5464420383
Bitcoin,3677990479,3682520020,3637080811,3657839355,3657839355,5002961727
Bitcoin,3575081299,3620746582,3539721436,3604577148,3604577148,5313623556
Bitcoin,3605557129,3623067871,3565313965,3585123047,3585123047,5433755649
Bitcoin,3584500244,3616087402,3569092773,3600865479,3600865479,5262869046
Bitcoin,3607390381,3612927734,3575597412,3599765869,3599765869,5265847539
Bitcoin,3584283203,3586750977,3439232910,3470450439,3470450439,6908930483
Bitcoin,3468870117,3476065430,3400819824,3448116943,3448116943,5897159493
Bitcoin,3443896973,3495174805,3429387939,3486181641,3486181641,5955112627
Bitcoin,3485409180,3504804932,3447915771,3457792725,3457792725,5831198271
Bitcoin,3460547119,3501954102,3431591553,3487945313,3487945313,5422926707
Bitcoin,3467211670,3476223877,3442586914,3459154053,3459154053,5332718886
Bitcoin,3454950928,3478148193,3451937012,3466357422,3466357422,5227549545
Bitcoin,3469091797,3469091797,3398565430,3413767822,3413767822,5482196038
Bitcoin,3414929443,3427945557,3394218506,3399471680,3399471680,5004962683
Bitcoin,3401376465,3695614014,3391023682,3666780273,3666780273,7735623101
Bitcoin,3695613037,3695613037,3642287842,3648430664,3648430664,6277056434
Bitcoin,3642751953,3668586914,3618556885,3653528564,3653528564,6480384532
Bitcoin,3653604004,3669746582,3617246338,3632070557,3632070557,6438903823
Bitcoin,3631170166,3646256592,3607697754,3616880859,3616880859,6271044418
Bitcoin,3617368408,3647795166,3608206543,3620810791,3620810791,6091952231
Bitcoin,3911661621,4010879395,3908153076,3947094482,3947094482,9933626655
Bitcoin,3946685059,4000486328,3926246826,3999820557,3999820557,8693373948
Bitcoin,4000256836,4010009521,3940108154,3954118164,3954118164,7775128102
Bitcoin,3952406494,4006538330,3950816406,4005526611,4005526611,7826525254
Bitcoin,3807002441,3913707275,3807002441,3882696289,3882696289,9318796067
Bitcoin,3878697266,3891578857,3837986328,3854357910,3854357910,7931218996
Bitcoin,3857479736,3888802490,3787058838,3851047363,3851047363,8301309684
Bitcoin,3848261963,3906058350,3845821289,3854785400,3854785400,8399767798
Bitcoin,3853757080,3907795410,3851692383,3859583740,3859583740,7661247975
Bitcoin,3845091553,3867381836,3733749756,3761557129,3761557129,9029175788
Bitcoin,3759832520,3903916748,3745183105,3896375000,3896375000,10174126415
Bitcoin,3897081055,3919510498,3871460693,3903942627,3903942627,9175291529
Bitcoin,3903384766,3939373291,3894113037,3911484375,3911484375,9584165519
Bitcoin,3913225830,3950432129,3875228516,3901131592,3901131592,10638638944
Bitcoin,3966174316,3966174316,3924381104,3951599854,3951599854,9713267607
Bitcoin,3953740234,3966384766,3889239014,3905227295,3905227295,10125901903
Bitcoin,3903758301,3926889160,3863559082,3909156250,3909156250,9809887079
Bitcoin,3913047363,3926597656,3891904297,3906717285,3906717285,9469184841
Bitcoin,3905576904,3946504395,3901296875,3924369141,3924369141,10480789570
Bitcoin,4047719482,4054122070,4006411133,4025229004,4025229004,8221625400
Bitcoin,4029968506,4071556641,4009117188,4032507324,4032507324,9646954186
Bitcoin,4032691895,4082216064,4023812500,4071190186,4071190186,9344919956
Bitcoin,4070793945,4089461914,4031110840,4087476318,4087476318,10175916388
Bitcoin,4083953857,4097359863,4005151367,4029326904,4029326904,10831212662
Bitcoin,4035163574,4040699707,4006192871,4022168213,4022168213,9144851065
Bitcoin,4024112793,4038840820,3934031250,3963070557,3963070557,10359818883
Bitcoin,3969228760,3985080811,3944753174,3985080811,3985080811,10707678815
Bitcoin,3984244873,4087066162,3977810547,4087066162,4087066162,10897131934
Bitcoin,4087584473,4094902100,4040266357,4069107178,4069107178,9353915899
Bitcoin,4105456055,4113023438,4094100830,4105404297,4105404297,9045122443
Bitcoin,4105362305,4164953125,4096901367,4158183105,4158183105,10157794171
Bitcoin,4156919434,4905954590,4155316895,4879877930,4879877930,21315047816
Bitcoin,4879958008,5307003418,4876621094,4973021973,4973021973,22899891582
Bitcoin,4971307617,5063159668,4836793945,4922798828,4922798828,18251810240
Bitcoin,5062793945,5235186523,5050412109,5198896973,5198896973,16655416140
Bitcoin,5199835449,5318836426,5148211914,5289770996,5289770996,17154113634
Bitcoin,5289917969,5289917969,5167418945,5204958496,5204958496,14722104361
Bitcoin,5204105469,5421651367,5193382324,5324551758,5324551758,15504590933
Bitcoin,5325081543,5354225586,5017296387,5064487793,5064487793,16555616019
Bitcoin,5095758789,5184016113,5053568359,5167722168,5167722168,10391952498
Bitcoin,5167321777,5196606934,5024069336,5067108398,5067108398,12290155061
Bitcoin,5066577637,5238945313,5055194824,5235559570,5235559570,11618660197
Bitcoin,5236135254,5274275391,5219205566,5251937988,5251937988,12438480677
Bitcoin,5335878906,5359924805,5257339355,5314531250,5314531250,13731844223
Bitcoin,5312494629,5422687500,5280276855,5399365234,5399365234,14601631648
Bitcoin,5399365723,5633802246,5389408691,5572362305,5572362305,15867308108
Bitcoin,5571508301,5642044434,5418263184,5464866699,5464866699,17048033399
Bitcoin,5466524414,5542238281,5181338867,5210515625,5210515625,15330283408
Bitcoin,5271746582,5326231934,5255683594,5285139160,5285139160,12819992056
Bitcoin,5284858398,5311274902,5216487793,5247352539,5247352539,13735490672
Bitcoin,5247726074,5363257324,5224189941,5350726563,5350726563,13878964574
Bitcoin,5350914551,5418003906,5347645996,5402697266,5402697266,13679528236
Bitcoin,5402422852,5522262695,5394217285,5505283691,5505283691,14644460907
Bitcoin,5831068359,5833862793,5708035156,5795708496,5795708496,14808830723
Bitcoin,5791693359,5802957520,5653687500,5746807129,5746807129,15737171804
Bitcoin,5745599121,5988178223,5741395996,5829501465,5829501465,18026409033
Bitcoin,5849481445,5989980957,5794715820,5982457520,5982457520,15320605300
Bitcoin,5982316406,6183039063,5982316406,6174528809,6174528809,16784645411
Bitcoin,7203507324,7503872070,6815770996,6972371582,6972371582,27773333680
Bitcoin,6971178223,8047413086,6898282227,7814915039,7814915039,28677672181
Bitcoin,7807884277,8268712891,7696391113,7994416016,7994416016,32031452227
Bitcoin,7989374512,8216423828,7899106934,8205167969,8205167969,28344112920
Bitcoin,8194500977,8320824219,7729608398,7884909180,7884909180,33167197581
Bitcoin,7267962891,8261941406,7267962891,8197689453,8197689453,25902422040
Bitcoin,8196923828,8200967773,7678781738,7978309082,7978309082,23843404340
Bitcoin,7977969238,8062167969,7843339844,7963327637,7963327637,25127245056
Bitcoin,7956291992,7997612305,7615987305,7680066406,7680066406,24719473175
Bitcoin,7677269043,7943791504,7533196777,7881846680,7881846680,24457107820
Bitcoin,8674072266,8907174805,8668705078,8805778320,8805778320,27949839564
Bitcoin,8802757813,8807016602,8634721680,8719961914,8719961914,24226919267
Bitcoin,8718591797,8755852539,8482728516,8659487305,8659487305,23473479966
Bitcoin,8661760742,9008314453,8221273438,8319472656,8319472656,29246528551
Bitcoin,8565473633,8809303711,8561235352,8742958008,8742958008,20266216022
Bitcoin,8741747070,8743500000,8204185547,8208995117,8208995117,22004511436
Bitcoin,8210985352,8210985352,7564488770,7707770996,7707770996,24609731549
Bitcoin,7704343262,7901849121,7668668457,7824231445,7824231445,21760923463
Bitcoin,7819633301,7937340820,7571471191,7822023438,7822023438,19474611077
Bitcoin,7949674805,7975974121,7583219727,7688077148,7688077148,16610726547
Bitcoin,7692284668,8031909668,7586730957,8000329590,8000329590,18689275117
Bitcoin,8004243652,8026394043,7772803711,7927714355,7927714355,17107279932
Bitcoin,7925434082,8196648438,7862359863,8145857422,8145857422,19034432883
Bitcoin,8145545410,8311567383,8087061035,8230923828,8230923828,18669407147
Bitcoin,8841440430,9335867188,8814556641,8994488281,8994488281,23348550311
Bitcoin,8988923828,9416407227,8988923828,9320352539,9320352539,15562951919
Bitcoin,9335466797,9348374023,9004901367,9081762695,9081762695,15848210536
Bitcoin,9078727539,9299621094,9070395508,9273521484,9273521484,15546809946
Bitcoin,9273060547,9594419922,9232484375,9527160156,9527160156,17846823784
Bitcoin,10696691406,11246144531,10556095703,10855371094,10855371094,20998326502
Bitcoin,10853744141,11065896484,10610427734,11011102539,11011102539,19271652365
Bitcoin,11007202148,11790916992,11007202148,11790916992,11790916992,24879684533
Bitcoin,11778581055,13796489258,11755597656,13016231445,13016231445,45105733173
Bitcoin,13017125000,13311144531,10491852539,11182806641,11182806641,39977475223
Bitcoin,11931991211,12178383789,10799008789,10817155273,10817155273,27256473494
Bitcoin,10796930664,11206439453,10089314453,10583134766,10583134766,29378589324
Bitcoin,10818156250,11968078125,10818156250,11961269531,11961269531,30796494294
Bitcoin,11972718750,12006075195,11166569336,11215437500,11215437500,25920294033
Bitcoin,11217616211,11541620117,11148804688,11450846680,11450846680,19369044277
Bitcoin,11446596680,12345833008,11393374023,12285958008,12285958008,23482551458
Bitcoin,12284326172,12779131836,12233261719,12573812500,12573812500,28167921523
Bitcoin,12571537109,13129529297,11710978516,12156512695,12156512695,33627574244
Bitcoin,12139713867,12144623047,11158922852,11358662109,11358662109,28595327690
Bitcoin,11381020508,11451204102,10234576172,10256058594,10256058594,22486000001
Bitcoin,10257838867,11052766602,9992006836,10895089844,10895089844,25384047207
Bitcoin,10896653320,10996632813,9448106445,9477641602,9477641602,24151199070
Bitcoin,9471213867,9963134766,9163134766,9693802734,9693802734,24569921549
Bitcoin,9698502930,10736842773,9376798828,10666482422,10666482422,25187024648
Bitcoin,10777529297,10841887695,10389599609,10599105469,10599105469,17130580467
Bitcoin,10596948242,10651791016,10154921875,10343106445,10343106445,16334414913
Bitcoin,10346748047,10346748047,9883594727,9900767578,9900767578,17851916995
Bitcoin,9887730469,9908796875,9614306641,9811925781,9811925781,17398734322
Bitcoin,9809096680,10154253906,9773957031,9911841797,9911841797,15821952090
Bitcoin,9491626953,9575544922,9252296875,9552860352,9552860352,13738687093
Bitcoin,9548178711,9681648438,9472948242,9519145508,9519145508,13791445323
Bitcoin,9522329102,9701759766,9437335938,9607423828,9607423828,13829811132
Bitcoin,9604050781,10085627930,9598097656,10085627930,10085627930,16631520648
Bitcoin,10077442383,10446919922,9922019531,10399668945,10399668945,17165337858
Bitcoin,10821632813,11009207031,10620278320,10970184570,10970184570,16530894787
Bitcoin,10960735352,11895091797,10960735352,11805653320,11805653320,23875988832
Bitcoin,11811544922,12273821289,11290731445,11478168945,11478168945,23635107660
Bitcoin,11476193359,12036990234,11433701172,11941968750,11941968750,22194988641
Bitcoin,11954040039,11979419922,11556167969,11966407227,11966407227,19481591730
Bitcoin,11349740234,11523579102,11248294922,11523579102,11523579102,15774371518
Bitcoin,11528189453,11528189453,11320951172,11382616211,11382616211,13647198229
Bitcoin,11385052734,11420049805,10830327148,10895830078,10895830078,16681503537
Bitcoin,10889487305,10889556641,10028135742,10051704102,10051704102,19990838300
Bitcoin,10038421875,10437411133,9675316406,10311545898,10311545898,22899115082
Bitcoin,10233005859,10487070313,10119094727,10345810547,10345810547,12999813869
Bitcoin,10350283203,10916053711,10313204102,10916053711,10916053711,16038264603
Bitcoin,10916346680,10947041992,10618960938,10763232422,10763232422,15053082175
Bitcoin,10764572266,10798729492,9962721680,10138049805,10138049805,19473084768
Bitcoin,10142521484,10232996094,9831462891,10131055664,10131055664,17097508856
Bitcoin,10160737305,10304622070,10008789063,10138517578,10138517578,14153856610
Bitcoin,10126299805,10512328125,10126299805,10370820313,10370820313,18438654080
Bitcoin,10372826172,10381328125,10087300781,10185500000,10185500000,14762609503
Bitcoin,10203426758,10279366211,9716656250,9754422852,9754422852,17603790323
Bitcoin,9756786133,9756786133,9421629883,9510200195,9510200195,17045878501
Bitcoin,9757473633,10396591797,9730650391,10346760742,10346760742,17248102294
Bitcoin,10345725586,10736104492,10308547852,10623540039,10623540039,19384917989
Bitcoin,10621180664,10762644531,10434709961,10594493164,10594493164,16742664769
Bitcoin,10588183594,10627269531,10516417969,10575533203,10575533203,14551239508
Bitcoin,10518114258,10595637695,10409090820,10441276367,10441276367,13670567493
Bitcoin,10443228516,10450311523,10144929688,10334974609,10334974609,17595943368
Bitcoin,10336408203,10394353516,10020573242,10115975586,10115975586,14906809639
Bitcoin,10123035156,10215948242,9980776367,10178372070,10178372070,15428063426
Bitcoin,10176819336,10442253906,10099242188,10410126953,10410126953,15323563925
Bitcoin,10356465820,10387035156,10313092773,10347712891,10347712891,12043433567
Bitcoin,10347222656,10386867188,10189744141,10276793945,10276793945,15160167779
Bitcoin,10281513672,10296771484,10199739258,10241272461,10241272461,15304603363
Bitcoin,10247795898,10275928711,10191469727,10198248047,10198248047,16169268880
Bitcoin,10200496094,10295668945,9851692383,10266415039,10266415039,19937691247
Bitcoin,10024115234,10074444336,9922533203,10070392578,10070392578,13199651698
Bitcoin,10067962891,10074238281,9727143555,9729324219,9729324219,15144925408
Bitcoin,9729321289,9804317383,8370801758,8620566406,8620566406,25002886689
Bitcoin,8603428711,8744828125,8325396484,8486993164,8486993164,21744728353
Bitcoin,8487669922,8515685547,7895629395,8118967773,8118967773,19258205289
Bitcoin,8246037109,8261707031,7990497070,8104185547,8104185547,13034629109
Bitcoin,8104226563,8314231445,7830758789,8293868164,8293868164,17115474183
Bitcoin,8299720703,8497692383,8232679688,8343276367,8343276367,15305343413
Bitcoin,8344212891,8393041992,8227695313,8393041992,8393041992,13125712443
Bitcoin,8390774414,8414227539,8146437012,8259992188,8259992188,13668823409
Bitcoin,8149876953,8161410156,7958850586,7988155762,7988155762,13160830305
Bitcoin,7989120605,8308450195,7905766113,8245623047,8245623047,18009742607
Bitcoin,8246849609,8332714844,8185763184,8228783203,8228783203,15592264032
Bitcoin,8229840820,8627706055,8169298828,8595740234,8595740234,19384942333
Bitcoin,8585280273,8625272461,8471933594,8586473633,8586473633,17618660671
Bitcoin,8336902344,8470988281,8276612305,8321005859,8321005859,13808286059
Bitcoin,8320832031,8390208984,8284130859,8374686523,8374686523,15151387859
Bitcoin,8373458008,8410714844,8182706543,8205369141,8205369141,15220412632
Bitcoin,8204674805,8216812500,7985089844,8047526855,8047526855,16071646996
Bitcoin,8047812500,8134831543,8000942871,8103911133,8103911133,14313052244
Bitcoin,7997807129,8281818359,7949439453,8222078125,8222078125,15504249442
Bitcoin,8225115234,8296694336,8196416016,8243720703,8243720703,15868748866
Bitcoin,8243402344,8296651367,8074462891,8078203125,8078203125,16803377857
Bitcoin,8076228516,8092999512,7469322754,7514671875,7514671875,21942878958
Bitcoin,7509728027,7532867676,7446988770,7493488770,7493488770,16268708849
Bitcoin,9241707031,9749529297,9112541992,9551714844,9551714844,32593129501
Bitcoin,9565101563,9805118164,9256148438,9256148438,9256148438,30948255332
Bitcoin,9248440430,9516180664,9232648438,9427687500,9427687500,28426779937
Bitcoin,9422462891,9426874023,9085370117,9205726563,9205726563,27706531577
Bitcoin,9202458008,9383161133,9028717773,9199584961,9199584961,26583653947
Bitcoin,9235607422,9505051758,9191485352,9412612305,9412612305,26170255634
Bitcoin,9413004883,9457417969,9256931641,9342527344,9342527344,26198609048
Bitcoin,9340864258,9423237305,9305909180,9360879883,9360879883,23133895765
Bitcoin,9352393555,9368476563,9202353516,9267561523,9267561523,22700383839
Bitcoin,9265368164,9272759766,8775534180,8804880859,8804880859,24333037836
Bitcoin,9056917969,9081279297,8700608398,8757788086,8757788086,20265510765
Bitcoin,8759751953,8853768555,8685427734,8815662109,8815662109,20309769107
Bitcoin,8812033203,8836841797,8761651367,8808262695,8808262695,17545755405
Bitcoin,8811936523,8826943359,8692551758,8708094727,8708094727,19084739975
Bitcoin,8705708008,8730873047,8484843750,8491992188,8491992188,21796856471
Bitcoin,8573980469,8653280273,8273573242,8309286133,8309286133,21579470673
Bitcoin,8305134766,8408516602,8099963379,8206145508,8206145508,21083613816
Bitcoin,8203613281,8237240234,8010511719,8027268066,8027268066,20764300437
Bitcoin,8023644531,8110098145,7597381836,7642750000,7642750000,22514243371
Bitcoin,7643569336,7697382813,6936706543,7296577637,7296577637,34242315785
Bitcoin,7039977051,7319856934,6617166992,7146133789,7146133789,42685231262
Bitcoin,7145159180,7320230469,7098572266,7218371094,7218371094,21129505542
Bitcoin,7220880859,7619693359,6974174316,7531663574,7531663574,23991412764
Bitcoin,7466727051,7781179688,7460756348,7761243652,7761243652,19709695456
Bitcoin,7424036133,7474818848,7233399414,7321988281,7321988281,17082040706
Bitcoin,7323975586,7418858887,7229356934,7320145508,7320145508,14797485769
Bitcoin,7320125000,7539784668,7170922852,7252034668,7252034668,21664240918
Bitcoin,7253241699,7743431641,7232676758,7448307617,7448307617,18816085231
Bitcoin,7450561523,7546996582,7392175293,7546996582,7546996582,18104466307
Bitcoin,7561795410,7618091797,7365985352,7400899414,7400899414,17872021272
Bitcoin,7397134277,7424022949,7246043945,7278119629,7278119629,18249031195
Bitcoin,7277197754,7324156250,7195527344,7217427246,7217427246,16350490689
Bitcoin,7216738770,7266639648,7164741211,7243134277,7243134277,18927080224
Bitcoin,7244662109,7293560547,7227122559,7269684570,7269684570,17125736940
Bitcoin,7153663086,7171168945,6903682617,6932480469,6932480469,20213265950
Bitcoin,6931315430,6964075195,6587974121,6640515137,6640515137,22363804217
Bitcoin,6647698242,7324984863,6540049316,7276802734,7276802734,31836522778
Bitcoin,7277590820,7346602539,7041381836,7202844238,7202844238,25904604416
Bitcoin,7208636719,7257921875,7086124023,7218816406,7218816406,22633815180
Bitcoin,7508902344,7656176270,7326192383,7355628418,7355628418,27831788041
Bitcoin,7354393066,7535716797,7269528809,7322532227,7322532227,22991622105
Bitcoin,7274799316,7388302734,7200386719,7238966797,7238966797,22787010034
Bitcoin,7238141113,7363529297,7189934082,7290088379,7290088379,22777360996
Bitcoin,7420272949,7454824219,7276308105,7292995117,7292995117,22874131672
Bitcoin,7294438965,7335290039,7169777832,7193599121,7193599121,21167946112
Bitcoin,7202551270,7212155273,6935270020,6985470215,6985470215,20802083465
Bitcoin,6984428711,7413715332,6914996094,7344884277,7344884277,28111481032
Bitcoin,7410452148,7781867188,7409292969,7769219238,7769219238,23276261598
Bitcoin,7768682129,8178215820,7768227539,8163692383,8163692383,28767291327
Bitcoin,8161935547,8396738281,7956774414,8079862793,8079862793,31672559265
Bitcoin,8082295898,8082295898,7842403809,7879071289,7879071289,24045990466
Bitcoin,7878307617,8166554199,7726774902,8166554199,8166554199,28714583844
Bitcoin,8189771973,8197788086,8079700684,8144194336,8144194336,22482910688
Bitcoin,8140933105,8879511719,8140933105,8827764648,8827764648,44841784107
Bitcoin,8825343750,8890117188,8657187500,8807010742,8807010742,40102834650
Bitcoin,8812481445,8846460938,8612095703,8723786133,8723786133,31313981931
Bitcoin,8725209961,8958122070,8677316406,8929038086,8929038086,36372139320
Bitcoin,8658991211,8755706055,8544520508,8745894531,8745894531,24097418512
Bitcoin,8744210938,8792994141,8636747070,8680875977,8680875977,22600204051
Bitcoin,8680650391,8687747070,8333637695,8406515625,8406515625,25770680779
Bitcoin,8405567383,8514666992,8266840820,8445434570,8445434570,24397913026
Bitcoin,8597308594,8977726563,8597308594,8909819336,8909819336,28647338393
Bitcoin,8912524414,9358589844,8908447266,9358589844,9358589844,34398744403
Bitcoin,9357470703,9406431641,9269467773,9316629883,9316629883,30682598115
Bitcoin,9316016602,9553125977,9230897461,9508993164,9508993164,32378792851
Bitcoin,9508313477,9521706055,9230776367,9350529297,9350529297,29432489719
Bitcoin,9344683594,9540372070,9248633789,9293521484,9293521484,30934096509
Bitcoin,9292841797,9331265625,9112811523,9180962891,9180962891,29893183716
Bitcoin,9183416016,9701299805,9163704102,9613423828,9613423828,35222060874
Bitcoin,9617821289,9824619141,9539818359,9729801758,9729801758,37628823716
Bitcoin,9726002930,9834716797,9726002930,9795943359,9795943359,34522718159
Bitcoin,10115559570,10165765625,9784563477,9856611328,9856611328,39386548075
Bitcoin,9855891602,10210052734,9729334961,10208236328,10208236328,37648059389
Bitcoin,10202387695,10393611328,10202387695,10326054688,10326054688,43444303830
Bitcoin,10323960938,10457626953,10116161133,10214379883,10214379883,49356071373
Bitcoin,10211550781,10321996094,10125534180,10312116211,10312116211,43338264162
Bitcoin,9691230469,10161935547,9632382813,10141996094,10141996094,47271023953
Bitcoin,10143798828,10191675781,9611223633,9633386719,9633386719,46992019710
Bitcoin,9629325195,9643216797,9507900391,9608475586,9608475586,44925260237
Bitcoin,9611782227,9723014648,9589743164,9686441406,9686441406,40930547513
Bitcoin,9921583008,9951746094,9537042969,9650174805,9650174805,45080496648
Bitcoin,9651312500,9652737305,9305021484,9341705078,9341705078,42515259129
Bitcoin,9338290039,9354778320,8704426758,8820522461,8820522461,50420050762
Bitcoin,8825093750,8932892578,8577199219,8784494141,8784494141,45470195695
Bitcoin,8788728516,8890456055,8492932617,8672455078,8672455078,44605450443
Bitcoin,8563264648,8921308594,8532630859,8869669922,8869669922,42857674409
Bitcoin,8865387695,8901598633,8704990234,8787786133,8787786133,42386715821
Bitcoin,8788541992,8843366211,8712431641,8755246094,8755246094,34746706368
Bitcoin,8760285156,9142054688,8757253906,9078762695,9078762695,39698054597
Bitcoin,9078308594,9167695313,9032079102,9122545898,9122545898,40826885651
Bitcoin,8908206055,8914343750,8105252930,8108116211,8108116211,39973102121
Bitcoin,8111146484,8177793457,7690098145,7923644531,7923644531,46936995808
Bitcoin,7922146973,8136945313,7814763184,7909729492,7909729492,42213940994
Bitcoin,7910089844,7950814453,7642812500,7911430176,7911430176,38682762605
Bitcoin,7913616211,7929116211,4860354004,4970788086,4970788086,53980357243
Bitcoin,5201066895,5836645020,5169283203,5392314941,5392314941,33997889639
Bitcoin,5385229492,5385229492,4575357910,5014479980,5014479980,45368026430
Bitcoin,5002578125,5371348633,4981909180,5225629395,5225629395,38622642935
Bitcoin,5227113770,5331833984,5069335938,5238438477,5238438477,37878801016
Bitcoin,5245416504,6329735840,5236968750,6191192871,6191192871,51000731797
Bitcoin,6185558105,6359697266,5823713867,5830254883,5830254883,40099664740
Bitcoin,5831374512,6443934570,5785004395,6416314941,6416314941,46491916000
Bitcoin,6436642578,6789022949,6411066406,6734803711,6734803711,48221910672
Bitcoin,6738716797,6892511230,6536926270,6681062988,6681062988,44590107888
Bitcoin,6675170898,6735463867,6590962891,6716440430,6716440430,35319797642
Bitcoin,6245624512,6250467285,5920085938,5922042969,5922042969,28373690931
Bitcoin,5925538574,6517195801,5903234375,6429841797,6429841797,37101651525
Bitcoin,6430606445,6504515137,6374162109,6438644531,6438644531,32786468812
Bitcoin,6437319336,6612573730,6202373535,6606776367,6606776367,40346426266
Bitcoin,6606776367,7088247559,6595918457,6793624512,6793624512,47660646124
Bitcoin,6862537598,6883414063,6715929199,6791129395,6791129395,29510409856
Bitcoin,6788049805,7271781250,6782889648,7271781250,7271781250,46896904615
Bitcoin,7273644043,7427939453,7136714355,7176414551,7176414551,44243482668
Bitcoin,7179283203,7356223633,7153305664,7334098633,7334098633,37563249549
Bitcoin,6858067871,7119947266,6811078125,6971091797,6971091797,35759567632
Bitcoin,6965616699,6965616699,6668259766,6845037598,6845037598,38619308647
Bitcoin,6843281738,6958557129,6793821289,6842427734,6842427734,34110434052
Bitcoin,6845561523,6928664551,6633402832,6642109863,6642109863,32288311031
Bitcoin,6640454102,7134450684,6555504395,7116804199,7116804199,46783242377
Bitcoin,7260922363,7280521973,7167054688,7189424805,7189424805,31311210215
Bitcoin,7186873535,7240290527,6835502930,6881958496,6881958496,37747113936
Bitcoin,6879784180,6934551758,6834442383,6880323242,6880323242,32589741511
Bitcoin,6879440430,7145865723,6867781738,7117207520,7117207520,33249153866
Bitcoin,7121306152,7491785156,7081594727,7429724609,7429724609,43500782316
Bitcoin,7570139160,7700594238,7561407715,7679867188,7679867188,33070154491
Bitcoin,7679418945,7795601074,7679418945,7795601074,7795601074,36162144725
Bitcoin,7796970215,7814527344,7730806641,7807058594,7807058594,33187959921
Bitcoin,7806712402,8871753906,7786049316,8801038086,8801038086,60201052203
Bitcoin,8797669922,9440650391,8533255859,8658553711,8658553711,66964629541
Bitcoin,8983614258,9167781250,8830971680,8897468750,8897468750,47101785174
Bitcoin,8895745117,8956906250,8645024414,8912654297,8912654297,45718796276
Bitcoin,8912832031,9062415039,8856827148,9003070313,9003070313,43148462663
Bitcoin,9007441406,9411467773,8966706055,9268761719,9268761719,49371886931
Bitcoin,9261895508,9992664063,9138322266,9951518555,9951518555,61112700562
Bitcoin,9591168945,9595581055,8395107422,8756430664,8756430664,63325279337
Bitcoin,8755535156,9033470703,8374323242,8601795898,8601795898,57119858802
Bitcoin,8610385742,8949898438,8569643555,8804477539,8804477539,42142717533
Bitcoin,8805387695,9317878906,8805387695,9269987305,9269987305,45558144023
Bitcoin,9271329102,9793268555,9255035156,9733721680,9733721680,56426907637
Bitcoin,9374929688,9823001953,9349545898,9670739258,9670739258,40084250663
Bitcoin,9675695313,9906030273,9570359375,9726575195,9726575195,41827139896
Bitcoin,9727063477,9836047852,9539624023,9729038086,9729038086,39254288955
Bitcoin,9725329102,9804793945,9447201172,9522981445,9522981445,36546239703
Bitcoin,9522740234,9555242188,8869930664,9081761719,9081761719,39326160532
Bitcoin,8786107422,8951005859,8719667969,8906934570,8906934570,31288157264
Bitcoin,8909585938,8991967773,8757293945,8835052734,8835052734,29584186947
Bitcoin,8837380859,9203320313,8834157227,9181017578,9181017578,32740536902
Bitcoin,9184945313,9546319336,9148457031,9525750977,9525750977,34367073114
Bitcoin,9700105469,9700343750,9432296875,9461058594,9461058594,27773290299
Bitcoin,9463605469,10199565430,9450899414,10167268555,10167268555,35198901068
Bitcoin,10162973633,10182340820,9460571289,9529803711,9529803711,39137252109
Bitcoin,9533760742,9682859375,9471846680,9656717773,9656717773,25007459262
Bitcoin,9655854492,9887610352,9525247070,9800636719,9800636719,25921805072
Bitcoin,9653002930,9768498047,9458150391,9758852539,9758852539,25015250846
Bitcoin,9760063477,9782306641,9675885742,9771489258,9771489258,21486346312
Bitcoin,9774360352,9836369141,9664719727,9795700195,9795700195,23717842783
Bitcoin,9794119141,9908896484,9728291016,9870094727,9870094727,25706567601
Bitcoin,9870078125,9938297852,9263069336,9321781250,9321781250,30247143440
Bitcoin,9477553711,9482270508,9347593750,9386788086,9386788086,18991732746
Bitcoin,9386035156,9504860352,8990175781,9450702148,9450702148,26699704768
Bitcoin,9454266602,9579430664,9400445313,9538024414,9538024414,21565537209
Bitcoin,9533784180,9540422852,9327339844,9480254883,9480254883,20177709879
Bitcoin,9481567383,9482782227,9328395508,9411840820,9411840820,17770083003
Bitcoin,9330926758,9401107422,9300430664,9303629883,9303629883,15324301169
Bitcoin,9300915039,9655073242,9296872070,9648717773,9648717773,21104009514
Bitcoin,9644076172,9670541016,9547247070,9629658203,9629658203,17006433272
Bitcoin,9632149414,9680367188,9278233398,9313610352,9313610352,18961716076
Bitcoin,9314126953,9340161133,9095324219,9264813477,9264813477,18616048626
Bitcoin,9048460938,9197546875,8975525391,9143582031,9143582031,14560870760
