Currency;Country;Label;Value
DOP;República Dominicana;23-10-2021;2.14691679
DOP;República Dominicana;30-10-2021;2.19797523
DOP;República Dominicana;6-11-2021;2.68908316
EGP;Egipto;2-11-2013;0.65
EGP;Egipto;23-11-2013;0.57
EGP;Egipto;30-11-2013;0.17
EGP;Egipto;7-12-2013;
EGP;Egipto;14-12-2013;
EGP;Egipto;21-12-2013;
EGP;Egipto;28-12-2013;0.02
EGP;Egipto;18-1-2014;0.05
EGP;Egipto;25-1-2014;
EGP;Egipto;1-2-2014;
EGP;Egipto;8-2-2014;
EGP;Egipto;15-2-2014;
EGP;Egipto;22-2-2014;
EGP;Egipto;1-3-2014;
EGP;Egipto;8-3-2014;
EGP;Egipto;15-3-2014;
EGP;Egipto;22-3-2014;
EGP;Egipto;29-3-2014;
EGP;Egipto;5-4-2014;
EGP;Egipto;12-4-2014;
EGP;Egipto;19-4-2014;
EGP;Egipto;26-4-2014;
EGP;Egipto;3-5-2014;
EGP;Egipto;10-5-2014;
EGP;Egipto;17-5-2014;
EGP;Egipto;24-5-2014;
EGP;Egipto;31-5-2014;
EGP;Egipto;7-6-2014;
EGP;Egipto;14-6-2014;
EGP;Egipto;21-6-2014;
EGP;Egipto;28-6-2014;
EGP;Egipto;5-7-2014;
EGP;Egipto;12-7-2014;
EGP;Egipto;19-7-2014;
EGP;Egipto;26-7-2014;
EGP;Egipto;2-8-2014;
EGP;Egipto;9-8-2014;
EGP;Egipto;16-8-2014;
EGP;Egipto;23-8-2014;
EGP;Egipto;30-8-2014;
EGP;Egipto;6-9-2014;
EGP;Egipto;13-9-2014;
EGP;Egipto;20-9-2014;
EGP;Egipto;27-9-2014;
EGP;Egipto;4-10-2014;
EGP;Egipto;11-10-2014;
EGP;Egipto;18-10-2014;
EGP;Egipto;25-10-2014;
EGP;Egipto;1-11-2014;
EGP;Egipto;8-11-2014;
EGP;Egipto;15-11-2014;
EGP;Egipto;22-11-2014;
EGP;Egipto;29-11-2014;
EGP;Egipto;6-12-2014;
EGP;Egipto;13-12-2014;
EGP;Egipto;20-12-2014;
EGP;Egipto;27-12-2014;
EGP;Egipto;29-8-2015;2.31
EGP;Egipto;5-9-2015;
EGP;Egipto;12-9-2015;
EGP;Egipto;19-9-2015;
EGP;Egipto;26-9-2015;
EGP;Egipto;3-10-2015;
EGP;Egipto;10-10-2015;
EGP;Egipto;17-10-2015;0.07
EGP;Egipto;24-10-2015;
EGP;Egipto;31-10-2015;25.11
EGP;Egipto;21-11-2015;0.08
EGP;Egipto;28-11-2015;
EGP;Egipto;5-12-2015;
EGP;Egipto;12-12-2015;
EGP;Egipto;19-12-2015;
EGP;Egipto;26-12-2015;
EGP;Egipto;2-1-2016;
EGP;Egipto;9-1-2016;
EGP;Egipto;16-1-2016;
EGP;Egipto;23-1-2016;
EGP;Egipto;30-1-2016;
EGP;Egipto;6-2-2016;
EGP;Egipto;13-2-2016;0.03
EGP;Egipto;20-2-2016;
EGP;Egipto;27-2-2016;
EGP;Egipto;5-3-2016;
EGP;Egipto;12-3-2016;
EGP;Egipto;19-3-2016;
EGP;Egipto;26-3-2016;
EGP;Egipto;2-4-2016;
EGP;Egipto;9-4-2016;
EGP;Egipto;16-4-2016;
EGP;Egipto;23-4-2016;
EGP;Egipto;30-4-2016;
EGP;Egipto;7-5-2016;
EGP;Egipto;14-5-2016;
EGP;Egipto;21-5-2016;
EGP;Egipto;28-5-2016;
EGP;Egipto;4-6-2016;
EGP;Egipto;11-6-2016;
EGP;Egipto;18-6-2016;
EGP;Egipto;25-6-2016;
EGP;Egipto;2-7-2016;
EGP;Egipto;9-7-2016;
EGP;Egipto;16-7-2016;
EGP;Egipto;23-7-2016;
EGP;Egipto;30-7-2016;15
EGP;Egipto;6-8-2016;0.3
EGP;Egipto;13-8-2016;2.26
EGP;Egipto;20-8-2016;7.56
EGP;Egipto;27-8-2016;
EGP;Egipto;3-9-2016;0.51
EGP;Egipto;10-9-2016;
EGP;Egipto;17-9-2016;
EGP;Egipto;24-9-2016;
EGP;Egipto;1-10-2016;
EGP;Egipto;8-10-2016;0.29
EGP;Egipto;15-10-2016;1
EGP;Egipto;22-10-2016;
EGP;Egipto;29-10-2016;
EGP;Egipto;5-11-2016;
EGP;Egipto;11-11-2016;
EGP;Egipto;18-11-2016;
EGP;Egipto;25-11-2016;
EGP;Egipto;2-12-2016;
EGP;Egipto;9-12-2016;
EGP;Egipto;10-12-2016;0.2
EGP;Egipto;17-12-2016;
EGP;Egipto;24-12-2016;0.28
EGP;Egipto;31-12-2016;0.61
EGP;Egipto;7-1-2017;0.31
EGP;Egipto;14-1-2017;6.28
EGP;Egipto;21-1-2017;4.09
EGP;Egipto;28-1-2017;5.62
EGP;Egipto;4-2-2017;27.65
EGP;Egipto;11-2-2017;18.98
EGP;Egipto;18-2-2017;10.56
EGP;Egipto;25-2-2017;3.5139
EGP;Egipto;4-3-2017;4.9608
EGP;Egipto;11-3-2017;4.1972
EGP;Egipto;18-3-2017;6.43346315
EGP;Egipto;25-3-2017;0.6309273
EGP;Egipto;1-4-2017;2.14118184
EGP;Egipto;8-4-2017;0.02058623
EGP;Egipto;15-4-2017;0.02054979
EGP;Egipto;22-4-2017;
EGP;Egipto;29-4-2017;0.13041371
EGP;Egipto;6-5-2017;0.12203404
EGP;Egipto;13-5-2017;0.10637661
EGP;Egipto;20-5-2017;0.14377233
EGP;Egipto;27-5-2017;0.02047083
EGP;Egipto;3-6-2017;
EGP;Egipto;10-6-2017;0.0831908
EGP;Egipto;17-6-2017;0.05511596
EGP;Egipto;24-6-2017;0.1128823
EGP;Egipto;1-7-2017;0.22295761
EGP;Egipto;8-7-2017;0.92234239
EGP;Egipto;15-7-2017;3.56140963
EGP;Egipto;22-7-2017;0.72187756
EGP;Egipto;29-7-2017;0.98578466
EGP;Egipto;5-8-2017;0.3960019
EGP;Egipto;12-8-2017;0.32374641
EGP;Egipto;19-8-2017;1.03711779
EGP;Egipto;26-8-2017;1.3324756
EGP;Egipto;2-9-2017;0.31281295
EGP;Egipto;9-9-2017;0.47939031
EGP;Egipto;16-9-2017;5.60703378
EGP;Egipto;23-9-2017;6.55573269
EGP;Egipto;30-9-2017;3.14316522
EGP;Egipto;7-10-2017;0.78157561
EGP;Egipto;14-10-2017;1.17454797
EGP;Egipto;21-10-2017;0.7199011
EGP;Egipto;28-10-2017;0.34654606
EGP;Egipto;4-11-2017;2.53356532
EGP;Egipto;11-11-2017;0.66050546
EGP;Egipto;18-11-2017;4.52202385
EGP;Egipto;25-11-2017;0.33330992
EGP;Egipto;2-12-2017;1.51837654
EGP;Egipto;9-12-2017;2.91820092
EGP;Egipto;16-12-2017;0.70634166
EGP;Egipto;23-12-2017;1.00894973
EGP;Egipto;30-12-2017;1.54213318
EGP;Egipto;6-1-2018;1.35464765
EGP;Egipto;13-1-2018;2.22483303
EGP;Egipto;20-1-2018;1.82996521
EGP;Egipto;27-1-2018;0.86875662
EGP;Egipto;3-2-2018;0.62467727
EGP;Egipto;10-2-2018;2.31826381
EGP;Egipto;17-2-2018;2.39676689
EGP;Egipto;24-2-2018;1.87265507
EGP;Egipto;3-3-2018;1.48755607
EGP;Egipto;10-3-2018;1.56363742
EGP;Egipto;17-3-2018;1.4587699
EGP;Egipto;24-3-2018;0.56226865
EGP;Egipto;31-3-2018;1.24555938
EGP;Egipto;7-4-2018;2.35265012
EGP;Egipto;14-4-2018;1.16918975
EGP;Egipto;21-4-2018;1.20618911
EGP;Egipto;28-4-2018;0.84385931
EGP;Egipto;5-5-2018;1.24906379
EGP;Egipto;12-5-2018;2.15103742
EGP;Egipto;19-5-2018;1.81625983
EGP;Egipto;26-5-2018;1.37382454
EGP;Egipto;2-6-2018;1.59330407
EGP;Egipto;9-6-2018;1.33149305
EGP;Egipto;16-6-2018;0.57700095
EGP;Egipto;23-6-2018;1.75784933
EGP;Egipto;30-6-2018;1.60933349
EGP;Egipto;7-7-2018;1.60647606
EGP;Egipto;14-7-2018;1.43040624
EGP;Egipto;21-7-2018;1.66214193
EGP;Egipto;28-7-2018;2.18371694
EGP;Egipto;4-8-2018;3.16552619
EGP;Egipto;11-8-2018;1.53113083
EGP;Egipto;18-8-2018;1.52246164
EGP;Egipto;25-8-2018;1.23444143
EGP;Egipto;1-9-2018;1.24536584
EGP;Egipto;8-9-2018;2.04983527
EGP;Egipto;15-9-2018;1.77185789
EGP;Egipto;22-9-2018;1.64510382
EGP;Egipto;29-9-2018;1.35698005
EGP;Egipto;6-10-2018;3.21903346
EGP;Egipto;13-10-2018;9.49193467
EGP;Egipto;20-10-2018;3.78474144
EGP;Egipto;27-10-2018;3.58230774
EGP;Egipto;3-11-2018;6.07912399
EGP;Egipto;10-11-2018;4.29693626
EGP;Egipto;17-11-2018;2.7335061
EGP;Egipto;24-11-2018;3.94571184
EGP;Egipto;1-12-2018;2.93210421
EGP;Egipto;8-12-2018;4.72212
EGP;Egipto;15-12-2018;5.90515743
EGP;Egipto;22-12-2018;4.86071806
EGP;Egipto;29-12-2018;5.55812895
EGP;Egipto;5-1-2019;4.88334351
EGP;Egipto;12-1-2019;5.95956133
EGP;Egipto;19-1-2019;5.10069957
EGP;Egipto;26-1-2019;5.21969452
EGP;Egipto;2-2-2019;5.46834917
EGP;Egipto;9-2-2019;5.18025173
EGP;Egipto;16-2-2019;4.54857873
EGP;Egipto;23-2-2019;3.57176321
EGP;Egipto;2-3-2019;5.49171752
EGP;Egipto;9-3-2019;4.57282662
EGP;Egipto;16-3-2019;3.62742053
EGP;Egipto;23-3-2019;4.89415225
EGP;Egipto;30-3-2019;4.46873488
EGP;Egipto;6-4-2019;4.07149751
EGP;Egipto;13-4-2019;4.3533549
EGP;Egipto;20-4-2019;2.68906782
EGP;Egipto;27-4-2019;4.12009532
EGP;Egipto;4-5-2019;4.7400838
EGP;Egipto;11-5-2019;3.2461094
EGP;Egipto;18-5-2019;2.58772154
EGP;Egipto;25-5-2019;2.90572667
EGP;Egipto;1-6-2019;2.04017592
EGP;Egipto;8-6-2019;2.21959583
EGP;Egipto;15-6-2019;3.0305296
EGP;Egipto;22-6-2019;2.90371487
EGP;Egipto;29-6-2019;3.04096106
EGP;Egipto;6-7-2019;5.09511933
EGP;Egipto;13-7-2019;2.6183992
EGP;Egipto;20-7-2019;1.40547703
EGP;Egipto;27-7-2019;1.96334075
EGP;Egipto;3-8-2019;2.69890895
EGP;Egipto;10-8-2019;1.68432846
EGP;Egipto;17-8-2019;1.98556413
EGP;Egipto;24-8-2019;3.31073193
EGP;Egipto;31-8-2019;4.19945643
EGP;Egipto;7-9-2019;5.4831531
EGP;Egipto;14-9-2019;4.85544465
EGP;Egipto;21-9-2019;4.94036755
EGP;Egipto;28-9-2019;4.18279675
EGP;Egipto;5-10-2019;3.0483214
EGP;Egipto;12-10-2019;3.613392
EGP;Egipto;19-10-2019;3.03435148
EGP;Egipto;26-10-2019;4.44893245
EGP;Egipto;2-11-2019;3.16809106
EGP;Egipto;9-11-2019;2.41919071
EGP;Egipto;16-11-2019;2.60524091
EGP;Egipto;23-11-2019;4.36870622
EGP;Egipto;30-11-2019;3.25133449
EGP;Egipto;7-12-2019;4.63669563
EGP;Egipto;14-12-2019;4.67117647
EGP;Egipto;21-12-2019;4.77654148
EGP;Egipto;28-12-2019;4.86500254
EGP;Egipto;4-1-2020;4.70315362
EGP;Egipto;11-1-2020;4.39787141
EGP;Egipto;18-1-2020;4.80343825
EGP;Egipto;25-1-2020;4.25039896
EGP;Egipto;1-2-2020;4.60473022
EGP;Egipto;8-2-2020;5.13242434
EGP;Egipto;15-2-2020;3.07431866
EGP;Egipto;22-2-2020;5.51985255
EGP;Egipto;29-2-2020;5.6464126
EGP;Egipto;7-3-2020;5.98578138
EGP;Egipto;14-3-2020;10.4742212
EGP;Egipto;21-3-2020;5.72725597
EGP;Egipto;28-3-2020;4.06153757
EGP;Egipto;4-4-2020;5.58890519
EGP;Egipto;11-4-2020;4.96109926
EGP;Egipto;18-4-2020;4.19373214
EGP;Egipto;25-4-2020;5.61690371
EGP;Egipto;2-5-2020;7.07580353
EGP;Egipto;9-5-2020;7.39418168
EGP;Egipto;16-5-2020;5.40005546
EGP;Egipto;23-5-2020;4.42326837
EGP;Egipto;30-5-2020;4.08693122
EGP;Egipto;6-6-2020;13.23047167
EGP;Egipto;13-6-2020;11.00704609
EGP;Egipto;20-6-2020;8.86670348
EGP;Egipto;27-6-2020;9.47018025
EGP;Egipto;4-7-2020;7.50758398
EGP;Egipto;11-7-2020;11.3206589
EGP;Egipto;18-7-2020;14.53066475
EGP;Egipto;25-7-2020;10.7678411
EGP;Egipto;1-8-2020;8.84398851
EGP;Egipto;8-8-2020;10.04343333
EGP;Egipto;15-8-2020;9.94751822
EGP;Egipto;22-8-2020;8.34807276
EGP;Egipto;29-8-2020;8.88430371
EGP;Egipto;5-9-2020;10.25605833
EGP;Egipto;12-9-2020;8.11884174
EGP;Egipto;19-9-2020;8.48033836
EGP;Egipto;26-9-2020;9.73937677
EGP;Egipto;3-10-2020;7.80134618
EGP;Egipto;10-10-2020;10.68900345
EGP;Egipto;17-10-2020;6.4301436
EGP;Egipto;24-10-2020;6.3781315
EGP;Egipto;31-10-2020;6.2101382
EGP;Egipto;7-11-2020;7.92952305
EGP;Egipto;14-11-2020;6.29315674
EGP;Egipto;21-11-2020;7.6352592
EGP;Egipto;28-11-2020;6.55818077
EGP;Egipto;5-12-2020;6.00852576
EGP;Egipto;12-12-2020;4.15452252
EGP;Egipto;19-12-2020;5.18219472
EGP;Egipto;26-12-2020;3.12644544
EGP;Egipto;2-1-2021;4.06509876
EGP;Egipto;9-1-2021;3.76743466
EGP;Egipto;16-1-2021;3.21080668
EGP;Egipto;23-1-2021;2.66138847
EGP;Egipto;30-1-2021;3.60736811
EGP;Egipto;6-2-2021;2.34797098
EGP;Egipto;13-2-2021;3.21384496
EGP;Egipto;20-2-2021;3.94685296
EGP;Egipto;27-2-2021;2.10289148
EGP;Egipto;6-3-2021;3.2020224
EGP;Egipto;13-3-2021;2.58106741
EGP;Egipto;20-3-2021;1.9884525
EGP;Egipto;27-3-2021;2.06736187
EGP;Egipto;3-4-2021;1.49060306
EGP;Egipto;10-4-2021;1.7736383
EGP;Egipto;17-4-2021;1.80418454
EGP;Egipto;24-4-2021;1.8930676
EGP;Egipto;1-5-2021;1.51638554
EGP;Egipto;8-5-2021;2.83860543
EGP;Egipto;15-5-2021;1.69883029
EGP;Egipto;22-5-2021;3.3388105
EGP;Egipto;29-5-2021;2.74018355
EGP;Egipto;5-6-2021;4.58497146
EGP;Egipto;12-6-2021;3.32272445
EGP;Egipto;19-6-2021;2.23629567
EGP;Egipto;26-6-2021;4.21853444
EGP;Egipto;3-7-2021;2.21726249
EGP;Egipto;10-7-2021;2.61979557
EGP;Egipto;17-7-2021;3.30225653
EGP;Egipto;24-7-2021;1.20471767
EGP;Egipto;31-7-2021;1.47446532
EGP;Egipto;7-8-2021;3.00355172
EGP;Egipto;14-8-2021;0.99928906
EGP;Egipto;21-8-2021;1.51786026
EGP;Egipto;28-8-2021;2.27384816
EGP;Egipto;4-9-2021;2.52728942
EGP;Egipto;11-9-2021;1.22864244
EGP;Egipto;18-9-2021;1.27017929
EGP;Egipto;25-9-2021;1.28594659
EGP;Egipto;2-10-2021;1.72548322
EGP;Egipto;9-10-2021;1.85566494
EGP;Egipto;16-10-2021;1.24043739
EGP;Egipto;23-10-2021;1.15576614
EGP;Egipto;30-10-2021;1.53158198
EGP;Egipto;6-11-2021;1.87137761
EUR;Europa;16-3-2013;50.71
EUR;Europa;23-3-2013;304.56
EUR;Europa;30-3-2013;262.83
EUR;Europa;6-4-2013;410.11
EUR;Europa;13-4-2013;293.05
EUR;Europa;20-4-2013;406.75
EUR;Europa;27-4-2013;185.71
EUR;Europa;4-5-2013;279.81
EUR;Europa;11-5-2013;193.96
EUR;Europa;18-5-2013;150.99
EUR;Europa;25-5-2013;242.58
EUR;Europa;1-6-2013;296.17
EUR;Europa;8-6-2013;359.97
EUR;Europa;15-6-2013;535.59
EUR;Europa;22-6-2013;372.59
EUR;Europa;29-6-2013;506.68
EUR;Europa;6-7-2013;674.41
EUR;Europa;13-7-2013;878.09
EUR;Europa;20-7-2013;712.49
EUR;Europa;27-7-2013;808.88
EUR;Europa;3-8-2013;649.62
EUR;Europa;10-8-2013;620.07
EUR;Europa;17-8-2013;845.12
EUR;Europa;24-8-2013;1068.98
EUR;Europa;31-8-2013;1104.63
EUR;Europa;7-9-2013;1042.81
EUR;Europa;14-9-2013;933.19
EUR;Europa;21-9-2013;1084.01
EUR;Europa;28-9-2013;1283.24
EUR;Europa;5-10-2013;2011.93
EUR;Europa;12-10-2013;1678.8
EUR;Europa;19-10-2013;2037.18
EUR;Europa;26-10-2013;1391.87
EUR;Europa;2-11-2013;1118.85
EUR;Europa;9-11-2013;1741.72
EUR;Europa;16-11-2013;1962.54
EUR;Europa;23-11-2013;1104.11
EUR;Europa;30-11-2013;1148.16
EUR;Europa;7-12-2013;1009.75
EUR;Europa;14-12-2013;610.96
EUR;Europa;21-12-2013;753.16
EUR;Europa;28-12-2013;499.6
EUR;Europa;4-1-2014;414.6
EUR;Europa;11-1-2014;536.49
EUR;Europa;18-1-2014;415.42
EUR;Europa;25-1-2014;470.4
EUR;Europa;1-2-2014;502.12
EUR;Europa;8-2-2014;741.17
EUR;Europa;15-2-2014;678.94
EUR;Europa;22-2-2014;715.44
EUR;Europa;1-3-2014;707.17
EUR;Europa;8-3-2014;806.28
EUR;Europa;15-3-2014;736.83
EUR;Europa;22-3-2014;627.7227
EUR;Europa;29-3-2014;558.0330912
EUR;Europa;5-4-2014;679.28
EUR;Europa;12-4-2014;832.19
EUR;Europa;19-4-2014;750.6080086
EUR;Europa;26-4-2014;655.72
EUR;Europa;3-5-2014;589.07
EUR;Europa;10-5-2014;760.2869
EUR;Europa;17-5-2014;928.505
EUR;Europa;24-5-2014;819.6707
EUR;Europa;31-5-2014;708.2999
EUR;Europa;7-6-2014;681.6644
EUR;Europa;14-6-2014;685.9113
EUR;Europa;21-6-2014;610.8664
EUR;Europa;28-6-2014;695.49
EUR;Europa;5-7-2014;740.56
EUR;Europa;12-7-2014;859.3
EUR;Europa;19-7-2014;681.41
EUR;Europa;26-7-2014;546.73
EUR;Europa;2-8-2014;628.95
EUR;Europa;9-8-2014;777.84
EUR;Europa;16-8-2014;652.73
EUR;Europa;23-8-2014;793.95
EUR;Europa;30-8-2014;848.1817
EUR;Europa;6-9-2014;739.86
EUR;Europa;13-9-2014;885.842
EUR;Europa;20-9-2014;911.37
EUR;Europa;27-9-2014;1131.67
EUR;Europa;4-10-2014;1174.95
EUR;Europa;11-10-2014;1531.89
EUR;Europa;18-10-2014;1054.22
EUR;Europa;25-10-2014;987.48
EUR;Europa;1-11-2014;1087.71
EUR;Europa;8-11-2014;1188.56
EUR;Europa;15-11-2014;1128.9
EUR;Europa;22-11-2014;1223.78
EUR;Europa;29-11-2014;1203.96
EUR;Europa;6-12-2014;1552.92
EUR;Europa;13-12-2014;1454.18
EUR;Europa;20-12-2014;1623.4
EUR;Europa;27-12-2014;839.08
EUR;Europa;3-1-2015;855.8
EUR;Europa;10-1-2015;1410.31
EUR;Europa;17-1-2015;2349.23
EUR;Europa;24-1-2015;2152.28
EUR;Europa;31-1-2015;1824.0185
EUR;Europa;7-2-2015;2224.57
EUR;Europa;14-2-2015;2199.95
EUR;Europa;21-2-2015;1968.48
EUR;Europa;28-2-2015;1958.38
EUR;Europa;7-3-2015;1992.2
EUR;Europa;14-3-2015;1459.16
EUR;Europa;21-3-2015;1624.1351
EUR;Europa;28-3-2015;1161.29
EUR;Europa;4-4-2015;1058.78
EUR;Europa;11-4-2015;1533.16
EUR;Europa;18-4-2015;1499.57
EUR;Europa;25-4-2015;1484.82
EUR;Europa;2-5-2015;1547.42
EUR;Europa;9-5-2015;1794.81
EUR;Europa;16-5-2015;2006.5205
EUR;Europa;23-5-2015;1913.5118
EUR;Europa;30-5-2015;1728.34
EUR;Europa;6-6-2015;2197.9841
EUR;Europa;13-6-2015;1669.8262
EUR;Europa;20-6-2015;2120.18
EUR;Europa;27-6-2015;2288.16
EUR;Europa;4-7-2015;2564.67
EUR;Europa;11-7-2015;1939.34
EUR;Europa;18-7-2015;1936.903
EUR;Europa;25-7-2015;1444.3355
EUR;Europa;1-8-2015;1733.4827
EUR;Europa;8-8-2015;2067.13
EUR;Europa;15-8-2015;1852.6095
EUR;Europa;22-8-2015;1991.514
EUR;Europa;29-8-2015;2000.3
EUR;Europa;5-9-2015;2311.74
EUR;Europa;12-9-2015;1912.31
EUR;Europa;19-9-2015;2319.69
EUR;Europa;26-9-2015;1885.11
EUR;Europa;3-10-2015;2482.75
EUR;Europa;10-10-2015;2013.16
EUR;Europa;17-10-2015;1944.63
EUR;Europa;24-10-2015;2291.3
EUR;Europa;31-10-2015;1805.24
EUR;Europa;7-11-2015;1924.459
EUR;Europa;14-11-2015;1819.06
EUR;Europa;21-11-2015;1250.0661
EUR;Europa;28-11-2015;1780.4024
EUR;Europa;5-12-2015;1794.59
EUR;Europa;12-12-2015;1547.13
EUR;Europa;19-12-2015;1523.38
EUR;Europa;26-12-2015;1104.83
EUR;Europa;2-1-2016;1118.816
EUR;Europa;9-1-2016;1212.76
EUR;Europa;16-1-2016;1536.87
EUR;Europa;23-1-2016;1369.34
EUR;Europa;30-1-2016;1695.0134
EUR;Europa;6-2-2016;1395.43
EUR;Europa;13-2-2016;1778.7
EUR;Europa;20-2-2016;1315.7178
EUR;Europa;27-2-2016;1403.48
EUR;Europa;5-3-2016;1407.61
EUR;Europa;12-3-2016;1661.76
EUR;Europa;19-3-2016;1770.44
EUR;Europa;26-3-2016;1524.24
EUR;Europa;2-4-2016;1488.0383
EUR;Europa;9-4-2016;1534.43
EUR;Europa;16-4-2016;1384.5968
EUR;Europa;23-4-2016;1338.1801
EUR;Europa;30-4-2016;1151.5803
EUR;Europa;7-5-2016;1178.345
EUR;Europa;14-5-2016;1250.6835
EUR;Europa;21-5-2016;1153.4204
EUR;Europa;28-5-2016;1094.57
EUR;Europa;4-6-2016;1287.2944
EUR;Europa;11-6-2016;1013.1022
EUR;Europa;18-6-2016;843.67
EUR;Europa;25-6-2016;840.9258
EUR;Europa;2-7-2016;770.07
EUR;Europa;9-7-2016;764.52
EUR;Europa;16-7-2016;719.7924
EUR;Europa;23-7-2016;663.0044
EUR;Europa;30-7-2016;701.43
EUR;Europa;6-8-2016;1202.7715
EUR;Europa;13-8-2016;1169.5983
EUR;Europa;20-8-2016;854.522
EUR;Europa;27-8-2016;1056.4575
EUR;Europa;3-9-2016;993.65
EUR;Europa;10-9-2016;931.94
EUR;Europa;17-9-2016;920.9
EUR;Europa;24-9-2016;1159.4939
EUR;Europa;1-10-2016;992.8108
EUR;Europa;8-10-2016;1156.45
EUR;Europa;15-10-2016;1306.1564
EUR;Europa;22-10-2016;1221.71
EUR;Europa;29-10-2016;1054.6404
EUR;Europa;5-11-2016;1191.4356
EUR;Europa;12-11-2016;1510.09
EUR;Europa;19-11-2016;821.2756
EUR;Europa;26-11-2016;1071.2875
EUR;Europa;3-12-2016;1459.0575
EUR;Europa;10-12-2016;1050.6014
EUR;Europa;17-12-2016;1260.3488
EUR;Europa;24-12-2016;1216.3248
EUR;Europa;31-12-2016;902.4311
EUR;Europa;7-1-2017;1015.9531
EUR;Europa;14-1-2017;1017.7091
EUR;Europa;21-1-2017;1113.0493
EUR;Europa;28-1-2017;879.1424
EUR;Europa;4-2-2017;1171.4057
EUR;Europa;11-2-2017;977.621
EUR;Europa;18-2-2017;905.9698
EUR;Europa;25-2-2017;1342.6988
EUR;Europa;4-3-2017;893.2261
EUR;Europa;11-3-2017;898.3721
EUR;Europa;18-3-2017;853.7498047
EUR;Europa;25-3-2017;704.9516978
EUR;Europa;1-4-2017;686.57747
EUR;Europa;8-4-2017;673.4488132
EUR;Europa;15-4-2017;974.3594978
EUR;Europa;22-4-2017;782.8825417
EUR;Europa;29-4-2017;760.713574
EUR;Europa;6-5-2017;713.6442433
EUR;Europa;13-5-2017;808.0140872
EUR;Europa;20-5-2017;1133.358942
EUR;Europa;27-5-2017;902.8706502
EUR;Europa;3-6-2017;745.1492123
EUR;Europa;10-6-2017;618.6111069
EUR;Europa;17-6-2017;546.7148921
EUR;Europa;24-6-2017;496.4573428
EUR;Europa;1-7-2017;497.5040551
EUR;Europa;8-7-2017;515.6405181
EUR;Europa;15-7-2017;809.947331
EUR;Europa;22-7-2017;629.0031105
EUR;Europa;29-7-2017;570.1903515
EUR;Europa;5-8-2017;700.5778424
EUR;Europa;12-8-2017;637.9656197
EUR;Europa;19-8-2017;477.5281646
EUR;Europa;26-8-2017;479.3591318
EUR;Europa;2-9-2017;442.236214
EUR;Europa;9-9-2017;643.3428148
EUR;Europa;16-9-2017;499.7324915
EUR;Europa;23-9-2017;495.1095593
EUR;Europa;30-9-2017;614.6164192
EUR;Europa;7-10-2017;538.6679735
EUR;Europa;14-10-2017;589.9439734
EUR;Europa;21-10-2017;428.4698967
EUR;Europa;28-10-2017;323.3803738
EUR;Europa;4-11-2017;359.746587
EUR;Europa;11-11-2017;347.8135689
EUR;Europa;18-11-2017;414.062723
EUR;Europa;25-11-2017;253.561825
EUR;Europa;2-12-2017;571.0752265
EUR;Europa;9-12-2017;405.6997576
EUR;Europa;16-12-2017;438.8980967
EUR;Europa;23-12-2017;331.9655808
EUR;Europa;30-12-2017;192.6351979
EUR;Europa;6-1-2018;261.0699369
EUR;Europa;13-1-2018;358.8719393
EUR;Europa;20-1-2018;264.8409228
EUR;Europa;27-1-2018;390.0224054
EUR;Europa;3-2-2018;259.1275194
EUR;Europa;10-2-2018;1051.925755
EUR;Europa;17-2-2018;219.158743
EUR;Europa;24-2-2018;223.8998236
EUR;Europa;3-3-2018;328.9519462
EUR;Europa;10-3-2018;213.3991412
EUR;Europa;17-3-2018;1232.5156
EUR;Europa;24-3-2018;219.7032411
EUR;Europa;31-3-2018;1619.198978
EUR;Europa;7-4-2018;434.7730467
EUR;Europa;14-4-2018;276.982124
EUR;Europa;21-4-2018;320.2675797
EUR;Europa;28-4-2018;331.5154697
EUR;Europa;5-5-2018;270.8515642
EUR;Europa;12-5-2018;297.7603007
EUR;Europa;19-5-2018;310.8173699
EUR;Europa;26-5-2018;228.3910969
EUR;Europa;2-6-2018;277.6427133
EUR;Europa;9-6-2018;346.0295704
EUR;Europa;16-6-2018;419.3682812
EUR;Europa;23-6-2018;348.248241
EUR;Europa;30-6-2018;280.9119714
EUR;Europa;7-7-2018;347.7094262
EUR;Europa;14-7-2018;290.2412099
EUR;Europa;21-7-2018;315.1344504
EUR;Europa;28-7-2018;196.0490811
EUR;Europa;4-8-2018;292.3330625
EUR;Europa;11-8-2018;229.600449
EUR;Europa;18-8-2018;332.6256954
EUR;Europa;25-8-2018;217.6266436
EUR;Europa;1-9-2018;198.1324343
EUR;Europa;8-9-2018;436.4715737
EUR;Europa;15-9-2018;230.8746248
EUR;Europa;22-9-2018;242.7212073
EUR;Europa;29-9-2018;298.9601583
EUR;Europa;6-10-2018;279.4081542
EUR;Europa;13-10-2018;481.3867667
EUR;Europa;20-10-2018;342.8285957
EUR;Europa;27-10-2018;260.7936533
EUR;Europa;3-11-2018;366.1578729
EUR;Europa;10-11-2018;377.2015952
EUR;Europa;17-11-2018;295.7580367
EUR;Europa;24-11-2018;440.9982022
EUR;Europa;1-12-2018;382.742186
EUR;Europa;8-12-2018;688.7710935
EUR;Europa;15-12-2018;624.009597
EUR;Europa;22-12-2018;584.3012323
EUR;Europa;29-12-2018;307.6976131
EUR;Europa;5-1-2019;653.0426873
EUR;Europa;12-1-2019;438.2667125
