Currency;Country;Label;Value
MYR;Malasia;14-6-2014;32.01
MYR;Malasia;21-6-2014;33.32
MYR;Malasia;28-6-2014;19.58
MYR;Malasia;5-7-2014;8.51
MYR;Malasia;12-7-2014;16.22
MYR;Malasia;19-7-2014;26.03
MYR;Malasia;26-7-2014;23.27
MYR;Malasia;2-8-2014;16.33
MYR;Malasia;9-8-2014;18.69
MYR;Malasia;16-8-2014;18.4
MYR;Malasia;23-8-2014;16.13
MYR;Malasia;30-8-2014;14.85
MYR;Malasia;6-9-2014;18.05
MYR;Malasia;13-9-2014;16.16
MYR;Malasia;20-9-2014;17.31
MYR;Malasia;27-9-2014;32.67
MYR;Malasia;4-10-2014;36.66
MYR;Malasia;11-10-2014;34.74
MYR;Malasia;18-10-2014;32.8
MYR;Malasia;25-10-2014;38.76
MYR;Malasia;1-11-2014;35.09
MYR;Malasia;8-11-2014;45.68
MYR;Malasia;15-11-2014;43.39
MYR;Malasia;22-11-2014;29.51
MYR;Malasia;29-11-2014;135.62
MYR;Malasia;6-12-2014;53.91
MYR;Malasia;13-12-2014;49.92
MYR;Malasia;20-12-2014;84.5
MYR;Malasia;27-12-2014;28.05
MYR;Malasia;3-1-2015;79.43
MYR;Malasia;10-1-2015;59.32
MYR;Malasia;17-1-2015;52.9936
MYR;Malasia;24-1-2015;68.07
MYR;Malasia;31-1-2015;108.15
MYR;Malasia;7-2-2015;117.0824
MYR;Malasia;14-2-2015;75.2658
MYR;Malasia;21-2-2015;53.6774
MYR;Malasia;28-2-2015;89.1244
MYR;Malasia;7-3-2015;82.239
MYR;Malasia;14-3-2015;147.448
MYR;Malasia;21-3-2015;76.11
MYR;Malasia;28-3-2015;108.05
MYR;Malasia;4-4-2015;119.36
MYR;Malasia;11-4-2015;112.91
MYR;Malasia;18-4-2015;123.43
MYR;Malasia;25-4-2015;119.99
MYR;Malasia;2-5-2015;114.12
MYR;Malasia;9-5-2015;87.43
MYR;Malasia;16-5-2015;101.72
MYR;Malasia;23-5-2015;117.18
MYR;Malasia;30-5-2015;132.57
MYR;Malasia;6-6-2015;99.45
MYR;Malasia;13-6-2015;163.61
MYR;Malasia;20-6-2015;132.875
MYR;Malasia;27-6-2015;121.51
MYR;Malasia;4-7-2015;190.65
MYR;Malasia;11-7-2015;148.27
MYR;Malasia;18-7-2015;113.43
MYR;Malasia;25-7-2015;161.07
MYR;Malasia;1-8-2015;120.97
MYR;Malasia;8-8-2015;160.16
MYR;Malasia;15-8-2015;114.58
MYR;Malasia;22-8-2015;126.3
MYR;Malasia;29-8-2015;188
MYR;Malasia;5-9-2015;174.69
MYR;Malasia;12-9-2015;169.88
MYR;Malasia;19-9-2015;146.67
MYR;Malasia;26-9-2015;122.2001
MYR;Malasia;3-10-2015;283.2464
MYR;Malasia;10-10-2015;180.82
MYR;Malasia;17-10-2015;171.7
MYR;Malasia;24-10-2015;191.63
MYR;Malasia;31-10-2015;207.32
MYR;Malasia;7-11-2015;184.44
MYR;Malasia;14-11-2015;135.9241
MYR;Malasia;21-11-2015;149.25
MYR;Malasia;28-11-2015;119.44
MYR;Malasia;5-12-2015;161.78
MYR;Malasia;12-12-2015;120.4
MYR;Malasia;19-12-2015;136.73
MYR;Malasia;26-12-2015;147.33
MYR;Malasia;2-1-2016;94.17
MYR;Malasia;9-1-2016;102.63
MYR;Malasia;16-1-2016;158.27
MYR;Malasia;23-1-2016;100.97
MYR;Malasia;30-1-2016;143.28
MYR;Malasia;6-2-2016;130.14
MYR;Malasia;13-2-2016;157.94
MYR;Malasia;20-2-2016;145.44
MYR;Malasia;27-2-2016;212.37
MYR;Malasia;5-3-2016;207.78
MYR;Malasia;12-3-2016;115.21
MYR;Malasia;19-3-2016;168.37
MYR;Malasia;26-3-2016;126.39
MYR;Malasia;2-4-2016;138.59
MYR;Malasia;9-4-2016;158.33
MYR;Malasia;16-4-2016;124.09
MYR;Malasia;23-4-2016;177.13
MYR;Malasia;30-4-2016;154.71
MYR;Malasia;7-5-2016;224.17
MYR;Malasia;14-5-2016;175.03
MYR;Malasia;21-5-2016;228.12
MYR;Malasia;28-5-2016;233.88
MYR;Malasia;4-6-2016;185.56
MYR;Malasia;11-6-2016;126.67
MYR;Malasia;18-6-2016;191
MYR;Malasia;25-6-2016;229.58
MYR;Malasia;2-7-2016;185.5383
MYR;Malasia;9-7-2016;95.67
MYR;Malasia;16-7-2016;154.9
MYR;Malasia;23-7-2016;283.74
MYR;Malasia;30-7-2016;209.56
MYR;Malasia;6-8-2016;238.54
MYR;Malasia;13-8-2016;154.69
MYR;Malasia;20-8-2016;182.93
MYR;Malasia;27-8-2016;209.79
MYR;Malasia;3-9-2016;220.44
MYR;Malasia;10-9-2016;153.65
MYR;Malasia;17-9-2016;156.37
MYR;Malasia;24-9-2016;180.9
MYR;Malasia;1-10-2016;157.5
MYR;Malasia;8-10-2016;123.09
MYR;Malasia;15-10-2016;233.25
MYR;Malasia;22-10-2016;285.05
MYR;Malasia;29-10-2016;293.36
MYR;Malasia;5-11-2016;271.51
MYR;Malasia;12-11-2016;271.18
MYR;Malasia;19-11-2016;468.99
MYR;Malasia;26-11-2016;418.88
MYR;Malasia;3-12-2016;553.2018
MYR;Malasia;10-12-2016;698.7626
MYR;Malasia;17-12-2016;513.52
MYR;Malasia;24-12-2016;587.22
MYR;Malasia;31-12-2016;615.505
MYR;Malasia;7-1-2017;665.52
MYR;Malasia;14-1-2017;383.5548
MYR;Malasia;21-1-2017;247.95
MYR;Malasia;28-1-2017;182.03
MYR;Malasia;4-2-2017;258.1
MYR;Malasia;11-2-2017;247.23
MYR;Malasia;18-2-2017;269.2281
MYR;Malasia;25-2-2017;290.767
MYR;Malasia;4-3-2017;363.1096
MYR;Malasia;11-3-2017;210.0681
MYR;Malasia;18-3-2017;190.2982732
MYR;Malasia;25-3-2017;216.0181152
MYR;Malasia;1-4-2017;224.562049
MYR;Malasia;8-4-2017;221.7710535
MYR;Malasia;15-4-2017;171.1963903
MYR;Malasia;22-4-2017;148.5020973
MYR;Malasia;29-4-2017;127.7629639
MYR;Malasia;6-5-2017;199.8427918
MYR;Malasia;13-5-2017;187.761704
MYR;Malasia;20-5-2017;246.1787741
MYR;Malasia;27-5-2017;214.3239433
MYR;Malasia;3-6-2017;171.8536566
MYR;Malasia;10-6-2017;183.005088
MYR;Malasia;17-6-2017;159.3953763
MYR;Malasia;24-6-2017;112.4652162
MYR;Malasia;1-7-2017;118.7742354
MYR;Malasia;8-7-2017;76.75397256
MYR;Malasia;15-7-2017;105.0086337
MYR;Malasia;22-7-2017;121.7065271
MYR;Malasia;29-7-2017;86.7833146
MYR;Malasia;5-8-2017;97.29919304
MYR;Malasia;12-8-2017;143.215092
MYR;Malasia;19-8-2017;130.3134905
MYR;Malasia;26-8-2017;124.9158614
MYR;Malasia;2-9-2017;118.8101925
MYR;Malasia;9-9-2017;217.7429599
MYR;Malasia;16-9-2017;319.8523543
MYR;Malasia;23-9-2017;155.445513
MYR;Malasia;30-9-2017;146.0719889
MYR;Malasia;7-10-2017;122.1009505
MYR;Malasia;14-10-2017;119.3198758
MYR;Malasia;21-10-2017;90.45415152
MYR;Malasia;28-10-2017;72.85264091
MYR;Malasia;4-11-2017;113.3743083
MYR;Malasia;11-11-2017;87.30790086
MYR;Malasia;18-11-2017;81.0074061
MYR;Malasia;25-11-2017;100.6560648
MYR;Malasia;2-12-2017;106.7765087
MYR;Malasia;9-12-2017;88.67592138
MYR;Malasia;16-12-2017;75.74959476
MYR;Malasia;23-12-2017;128.0351579
MYR;Malasia;30-12-2017;102.4522071
MYR;Malasia;6-1-2018;165.1990796
MYR;Malasia;13-1-2018;158.9442211
MYR;Malasia;20-1-2018;164.922172
MYR;Malasia;27-1-2018;119.0932564
MYR;Malasia;3-2-2018;167.7195925
MYR;Malasia;10-2-2018;206.6493844
MYR;Malasia;17-2-2018;109.2390176
MYR;Malasia;24-2-2018;92.14919703
MYR;Malasia;3-3-2018;114.9457661
MYR;Malasia;10-3-2018;95.18612651
MYR;Malasia;17-3-2018;107.9244144
MYR;Malasia;24-3-2018;89.92360606
MYR;Malasia;31-3-2018;103.731571
MYR;Malasia;7-4-2018;97.03638489
MYR;Malasia;14-4-2018;92.4884773
MYR;Malasia;21-4-2018;112.4422995
MYR;Malasia;28-4-2018;94.75735313
MYR;Malasia;5-5-2018;99.82448722
MYR;Malasia;12-5-2018;62.55342392
MYR;Malasia;19-5-2018;78.09371656
MYR;Malasia;26-5-2018;68.72107667
MYR;Malasia;2-6-2018;77.7580321
MYR;Malasia;9-6-2018;92.46956778
MYR;Malasia;16-6-2018;81.95989437
MYR;Malasia;23-6-2018;91.19234382
MYR;Malasia;30-6-2018;70.87606005
MYR;Malasia;7-7-2018;82.74608319
MYR;Malasia;14-7-2018;77.67218435
MYR;Malasia;21-7-2018;113.6138792
MYR;Malasia;28-7-2018;95.46068617
MYR;Malasia;4-8-2018;86.30940541
MYR;Malasia;11-8-2018;88.29614046
MYR;Malasia;18-8-2018;70.31615319
MYR;Malasia;25-8-2018;57.05125087
MYR;Malasia;1-9-2018;56.0193889
MYR;Malasia;8-9-2018;96.40129457
MYR;Malasia;15-9-2018;54.06642184
MYR;Malasia;22-9-2018;63.69539732
MYR;Malasia;29-9-2018;64.79175918
MYR;Malasia;6-10-2018;55.83423956
MYR;Malasia;13-10-2018;75.12949337
MYR;Malasia;20-10-2018;65.82476926
MYR;Malasia;27-10-2018;61.95744916
MYR;Malasia;3-11-2018;73.40200974
MYR;Malasia;10-11-2018;87.42163584
MYR;Malasia;17-11-2018;76.75826359
MYR;Malasia;24-11-2018;113.1369081
MYR;Malasia;1-12-2018;92.21423717
MYR;Malasia;8-12-2018;91.64328571
MYR;Malasia;15-12-2018;82.04559102
MYR;Malasia;22-12-2018;104.5328168
MYR;Malasia;29-12-2018;78.31466275
MYR;Malasia;5-1-2019;81.19686222
MYR;Malasia;12-1-2019;112.0783816
MYR;Malasia;19-1-2019;86.17731224
MYR;Malasia;26-1-2019;94.0047677
MYR;Malasia;2-2-2019;120.2790181
MYR;Malasia;9-2-2019;72.09513048
MYR;Malasia;16-2-2019;117.0470219
MYR;Malasia;23-2-2019;98.21435881
MYR;Malasia;2-3-2019;91.95577331
MYR;Malasia;9-3-2019;104.3010416
MYR;Malasia;16-3-2019;95.22803113
MYR;Malasia;23-3-2019;87.88111306
MYR;Malasia;30-3-2019;95.31610597
MYR;Malasia;6-4-2019;121.8047042
MYR;Malasia;13-4-2019;83.57819944
MYR;Malasia;20-4-2019;79.0217294
MYR;Malasia;27-4-2019;91.33235391
MYR;Malasia;4-5-2019;94.9313748
MYR;Malasia;11-5-2019;112.9843828
MYR;Malasia;18-5-2019;105.0319784
MYR;Malasia;25-5-2019;71.68482569
MYR;Malasia;1-6-2019;85.04246601
MYR;Malasia;8-6-2019;62.41504787
MYR;Malasia;15-6-2019;90.32640903
MYR;Malasia;22-6-2019;91.17384916
MYR;Malasia;29-6-2019;101.8368383
MYR;Malasia;6-7-2019;58.15609335
MYR;Malasia;13-7-2019;52.37483139
MYR;Malasia;20-7-2019;46.11249225
MYR;Malasia;27-7-2019;44.50972978
MYR;Malasia;3-8-2019;50.08817739
MYR;Malasia;10-8-2019;52.85506154
MYR;Malasia;17-8-2019;36.66750736
MYR;Malasia;24-8-2019;47.90461685
MYR;Malasia;31-8-2019;43.57781889
MYR;Malasia;7-9-2019;57.00747959
MYR;Malasia;14-9-2019;43.85320227
MYR;Malasia;21-9-2019;43.29860421
MYR;Malasia;28-9-2019;54.74917787
MYR;Malasia;5-10-2019;43.41739139
MYR;Malasia;12-10-2019;46.92100152
MYR;Malasia;19-10-2019;41.43948627
MYR;Malasia;26-10-2019;46.49804307
MYR;Malasia;2-11-2019;36.45413643
MYR;Malasia;9-11-2019;40.66630887
MYR;Malasia;16-11-2019;33.40144766
MYR;Malasia;23-11-2019;55.51602905
MYR;Malasia;30-11-2019;73.89680524
MYR;Malasia;7-12-2019;40.20949702
MYR;Malasia;14-12-2019;39.26060169
MYR;Malasia;21-12-2019;42.63540995
MYR;Malasia;28-12-2019;34.2698812
MYR;Malasia;4-1-2020;34.07578886
MYR;Malasia;11-1-2020;29.72157905
MYR;Malasia;18-1-2020;33.2154413
MYR;Malasia;25-1-2020;24.72597417
MYR;Malasia;1-2-2020;31.16454314
MYR;Malasia;8-2-2020;30.91842521
MYR;Malasia;15-2-2020;31.55724771
MYR;Malasia;22-2-2020;25.62949781
MYR;Malasia;29-2-2020;30.16570802
MYR;Malasia;7-3-2020;26.49944092
MYR;Malasia;14-3-2020;33.18342525
MYR;Malasia;21-3-2020;33.92279091
MYR;Malasia;28-3-2020;25.57286943
MYR;Malasia;4-4-2020;25.39140155
MYR;Malasia;11-4-2020;18.47358146
MYR;Malasia;18-4-2020;14.68111342
MYR;Malasia;25-4-2020;26.72005723
MYR;Malasia;2-5-2020;29.49665465
MYR;Malasia;9-5-2020;31.55294285
MYR;Malasia;16-5-2020;34.99805903
MYR;Malasia;23-5-2020;30.63556136
MYR;Malasia;30-5-2020;28.37915029
MYR;Malasia;6-6-2020;29.99395329
MYR;Malasia;13-6-2020;28.62040883
MYR;Malasia;20-6-2020;24.42535428
MYR;Malasia;27-6-2020;20.96414412
MYR;Malasia;4-7-2020;24.51720893
MYR;Malasia;11-7-2020;28.9029247
MYR;Malasia;18-7-2020;24.56409466
MYR;Malasia;25-7-2020;31.61390043
MYR;Malasia;1-8-2020;39.92009363
MYR;Malasia;8-8-2020;26.4045266
MYR;Malasia;15-8-2020;18.29910324
MYR;Malasia;22-8-2020;17.73081811
MYR;Malasia;29-8-2020;20.42450841
MYR;Malasia;5-9-2020;24.46688605
MYR;Malasia;12-9-2020;22.59983784
MYR;Malasia;19-9-2020;16.27339066
MYR;Malasia;26-9-2020;17.78474517
MYR;Malasia;3-10-2020;22.48762892
MYR;Malasia;10-10-2020;19.11490106
MYR;Malasia;17-10-2020;17.92427855
MYR;Malasia;24-10-2020;19.58571506
MYR;Malasia;31-10-2020;24.48301354
MYR;Malasia;7-11-2020;24.2947059
MYR;Malasia;14-11-2020;16.28900486
MYR;Malasia;21-11-2020;17.44264937
MYR;Malasia;28-11-2020;14.56011414
MYR;Malasia;5-12-2020;11.54046942
MYR;Malasia;12-12-2020;13.5878277
MYR;Malasia;19-12-2020;17.79094164
MYR;Malasia;26-12-2020;13.2732689
MYR;Malasia;2-1-2021;15.98317712
MYR;Malasia;9-1-2021;13.54231348
MYR;Malasia;16-1-2021;11.82145612
MYR;Malasia;23-1-2021;10.23399471
MYR;Malasia;30-1-2021;8.54005154
MYR;Malasia;6-2-2021;8.99614222
MYR;Malasia;13-2-2021;11.91337415
MYR;Malasia;20-2-2021;7.5751175
MYR;Malasia;27-2-2021;7.27260179
MYR;Malasia;6-3-2021;11.87438843
MYR;Malasia;13-3-2021;6.80469711
MYR;Malasia;20-3-2021;2.97150571
MYR;Malasia;27-3-2021;3.09990529
MYR;Malasia;3-4-2021;3.9086278
MYR;Malasia;10-4-2021;4.97100618
MYR;Malasia;17-4-2021;3.78129852
MYR;Malasia;24-4-2021;2.34880388
MYR;Malasia;1-5-2021;3.07818072
MYR;Malasia;8-5-2021;2.63484468
MYR;Malasia;15-5-2021;3.48237428
MYR;Malasia;22-5-2021;6.7538365
MYR;Malasia;29-5-2021;2.74164899
MYR;Malasia;5-6-2021;3.08220093
MYR;Malasia;12-6-2021;4.94191034
MYR;Malasia;19-6-2021;2.88809423
MYR;Malasia;26-6-2021;2.67438131
MYR;Malasia;3-7-2021;2.92338571
MYR;Malasia;10-7-2021;3.16989685
MYR;Malasia;17-7-2021;2.58665193
MYR;Malasia;24-7-2021;3.49430318
MYR;Malasia;31-7-2021;4.11279459
MYR;Malasia;7-8-2021;3.30096604
MYR;Malasia;14-8-2021;3.29153244
MYR;Malasia;21-8-2021;3.61763518
MYR;Malasia;28-8-2021;3.03151866
MYR;Malasia;4-9-2021;3.23305226
MYR;Malasia;11-9-2021;3.30289715
MYR;Malasia;18-9-2021;2.61059439
MYR;Malasia;25-9-2021;2.02360415
MYR;Malasia;2-10-2021;2.10039584
MYR;Malasia;9-10-2021;2.7382669
MYR;Malasia;16-10-2021;3.3930078
MYR;Malasia;23-10-2021;3.59112979
MYR;Malasia;30-10-2021;2.76375512
MYR;Malasia;6-11-2021;2.96955032
NGN;Nigeria;14-9-2013;0.19
NGN;Nigeria;21-9-2013;1.17
NGN;Nigeria;28-9-2013;0.12
NGN;Nigeria;5-10-2013;
NGN;Nigeria;12-10-2013;0.38
NGN;Nigeria;19-10-2013;0.12
NGN;Nigeria;26-10-2013;
NGN;Nigeria;2-11-2013;
NGN;Nigeria;8-11-2013;
NGN;Nigeria;9-11-2013;0.48
NGN;Nigeria;16-11-2013;0.26
NGN;Nigeria;23-11-2013;
NGN;Nigeria;30-11-2013;
NGN;Nigeria;7-12-2013;0.85
NGN;Nigeria;14-12-2013;
NGN;Nigeria;21-12-2013;0.25
NGN;Nigeria;28-12-2013;0.09
NGN;Nigeria;18-1-2014;0.41
NGN;Nigeria;25-1-2014;
NGN;Nigeria;1-2-2014;
NGN;Nigeria;8-2-2014;
NGN;Nigeria;15-2-2014;
NGN;Nigeria;22-2-2014;
NGN;Nigeria;1-3-2014;
NGN;Nigeria;8-3-2014;0.29
NGN;Nigeria;15-3-2014;0
NGN;Nigeria;22-3-2014;
NGN;Nigeria;29-3-2014;0.36
NGN;Nigeria;5-4-2014;
NGN;Nigeria;12-4-2014;
NGN;Nigeria;19-4-2014;
NGN;Nigeria;26-4-2014;
NGN;Nigeria;3-5-2014;
NGN;Nigeria;10-5-2014;0.11
NGN;Nigeria;17-5-2014;0.09
NGN;Nigeria;24-5-2014;
NGN;Nigeria;31-5-2014;
NGN;Nigeria;7-6-2014;1.37
NGN;Nigeria;14-6-2014;0.19
NGN;Nigeria;21-6-2014;0.66
NGN;Nigeria;28-6-2014;1.32
NGN;Nigeria;5-7-2014;1.37
NGN;Nigeria;12-7-2014;0.28
NGN;Nigeria;19-7-2014;0.24
NGN;Nigeria;26-7-2014;0.13
NGN;Nigeria;2-8-2014;0.32
NGN;Nigeria;9-8-2014;0.52
NGN;Nigeria;16-8-2014;0.14
NGN;Nigeria;23-8-2014;0.14
NGN;Nigeria;30-8-2014;0.07
NGN;Nigeria;6-9-2014;0.24
NGN;Nigeria;13-9-2014;
NGN;Nigeria;20-9-2014;0.72
NGN;Nigeria;27-9-2014;
NGN;Nigeria;4-10-2014;
NGN;Nigeria;11-10-2014;
NGN;Nigeria;18-10-2014;
NGN;Nigeria;25-10-2014;
NGN;Nigeria;1-11-2014;
NGN;Nigeria;7-11-2014;
NGN;Nigeria;14-11-2014;
NGN;Nigeria;15-11-2014;1.3
NGN;Nigeria;22-11-2014;10.71
NGN;Nigeria;29-11-2014;1.85
NGN;Nigeria;6-12-2014;0.08
NGN;Nigeria;13-12-2014;0.06
NGN;Nigeria;20-12-2014;0.3
NGN;Nigeria;3-1-2015;1.65
NGN;Nigeria;10-1-2015;2.62
NGN;Nigeria;17-1-2015;
NGN;Nigeria;24-1-2015;
NGN;Nigeria;31-1-2015;0.4
NGN;Nigeria;7-2-2015;0.36
NGN;Nigeria;14-2-2015;9.41
NGN;Nigeria;21-2-2015;12.89
NGN;Nigeria;28-2-2015;33.62
NGN;Nigeria;7-3-2015;15.72
NGN;Nigeria;14-3-2015;
NGN;Nigeria;21-3-2015;5.22
NGN;Nigeria;28-3-2015;2.44
NGN;Nigeria;4-4-2015;14.17
NGN;Nigeria;11-4-2015;6.53
NGN;Nigeria;18-4-2015;2.09
NGN;Nigeria;25-4-2015;0.21
NGN;Nigeria;2-5-2015;0.12
NGN;Nigeria;9-5-2015;1.06
NGN;Nigeria;16-5-2015;0.41
NGN;Nigeria;23-5-2015;3.91
NGN;Nigeria;30-5-2015;2.17
NGN;Nigeria;6-6-2015;1.69
NGN;Nigeria;13-6-2015;11.56
NGN;Nigeria;20-6-2015;1.51
NGN;Nigeria;27-6-2015;1.13
NGN;Nigeria;4-7-2015;5.86
NGN;Nigeria;11-7-2015;0.2
NGN;Nigeria;18-7-2015;3.29
NGN;Nigeria;25-7-2015;0.87
NGN;Nigeria;1-8-2015;1.86
NGN;Nigeria;8-8-2015;4.17
NGN;Nigeria;15-8-2015;2.46
NGN;Nigeria;22-8-2015;26.5
NGN;Nigeria;29-8-2015;1.96
NGN;Nigeria;5-9-2015;3.67
NGN;Nigeria;12-9-2015;3.97
NGN;Nigeria;19-9-2015;9.5
NGN;Nigeria;26-9-2015;0.12
NGN;Nigeria;3-10-2015;5.31
NGN;Nigeria;10-10-2015;23.08
NGN;Nigeria;17-10-2015;0.4
NGN;Nigeria;24-10-2015;
NGN;Nigeria;31-10-2015;
NGN;Nigeria;6-11-2015;
NGN;Nigeria;7-11-2015;3.87
NGN;Nigeria;14-11-2015;0.19
NGN;Nigeria;21-11-2015;0.18
NGN;Nigeria;28-11-2015;1.97
NGN;Nigeria;5-12-2015;1.04
NGN;Nigeria;12-12-2015;5.17
NGN;Nigeria;19-12-2015;9.13
NGN;Nigeria;26-12-2015;2.03
NGN;Nigeria;2-1-2016;3.52
NGN;Nigeria;9-1-2016;1.23
NGN;Nigeria;16-1-2016;4.1
NGN;Nigeria;23-1-2016;4.87
NGN;Nigeria;30-1-2016;2.89
NGN;Nigeria;6-2-2016;9.51
NGN;Nigeria;13-2-2016;21.75
NGN;Nigeria;20-2-2016;7.56
NGN;Nigeria;27-2-2016;3.59
NGN;Nigeria;5-3-2016;4.2
NGN;Nigeria;12-3-2016;7.87
NGN;Nigeria;19-3-2016;20.3
NGN;Nigeria;26-3-2016;14.83
NGN;Nigeria;2-4-2016;27.46
NGN;Nigeria;9-4-2016;20.23
NGN;Nigeria;16-4-2016;12.49
NGN;Nigeria;23-4-2016;25.13
NGN;Nigeria;30-4-2016;17.12
NGN;Nigeria;7-5-2016;14.73
NGN;Nigeria;14-5-2016;22.62
NGN;Nigeria;21-5-2016;29.28
NGN;Nigeria;28-5-2016;42.3
NGN;Nigeria;4-6-2016;39.63
NGN;Nigeria;11-6-2016;56.75
NGN;Nigeria;18-6-2016;27.74
NGN;Nigeria;25-6-2016;29.91
NGN;Nigeria;2-7-2016;35.72
NGN;Nigeria;9-7-2016;17.92
NGN;Nigeria;16-7-2016;13.99
NGN;Nigeria;23-7-2016;16.4
NGN;Nigeria;30-7-2016;24.2
NGN;Nigeria;6-8-2016;30.71
NGN;Nigeria;13-8-2016;41.15
NGN;Nigeria;20-8-2016;47.9444
NGN;Nigeria;27-8-2016;48.015
NGN;Nigeria;3-9-2016;74
NGN;Nigeria;10-9-2016;55.6759
NGN;Nigeria;17-9-2016;64.677
NGN;Nigeria;24-9-2016;63.45
NGN;Nigeria;1-10-2016;118.9033
NGN;Nigeria;8-10-2016;134.1877
NGN;Nigeria;15-10-2016;137.2057
NGN;Nigeria;22-10-2016;157.39
NGN;Nigeria;29-10-2016;195.296
NGN;Nigeria;5-11-2016;324.9971
NGN;Nigeria;12-11-2016;474.0693
NGN;Nigeria;19-11-2016;703.4982
NGN;Nigeria;26-11-2016;1158.092
NGN;Nigeria;3-12-2016;1195.501
NGN;Nigeria;10-12-2016;1713.83
NGN;Nigeria;17-12-2016;1087.0656
NGN;Nigeria;24-12-2016;927.8974
NGN;Nigeria;31-12-2016;762.5552
NGN;Nigeria;7-1-2017;821.1752
NGN;Nigeria;14-1-2017;955.4585
NGN;Nigeria;21-1-2017;1098.1229
NGN;Nigeria;28-1-2017;923.8537
NGN;Nigeria;4-2-2017;1221.131
NGN;Nigeria;11-2-2017;1136.1972
NGN;Nigeria;18-2-2017;1175.7968
NGN;Nigeria;25-2-2017;1066.7959
NGN;Nigeria;4-3-2017;1578.8239
NGN;Nigeria;11-3-2017;1157.6596
NGN;Nigeria;18-3-2017;1146.357141
NGN;Nigeria;25-3-2017;1169.333332
NGN;Nigeria;1-4-2017;1488.669629
NGN;Nigeria;8-4-2017;1474.935451
NGN;Nigeria;15-4-2017;1304.477798
NGN;Nigeria;22-4-2017;1515.815238
NGN;Nigeria;29-4-2017;1299.218152
NGN;Nigeria;6-5-2017;1289.996529
NGN;Nigeria;13-5-2017;1044.817013
NGN;Nigeria;20-5-2017;1129.757539
NGN;Nigeria;27-5-2017;995.646365
NGN;Nigeria;3-6-2017;822.4879698
NGN;Nigeria;10-6-2017;843.6847043
NGN;Nigeria;17-6-2017;820.3581879
NGN;Nigeria;24-6-2017;923.1226688
NGN;Nigeria;1-7-2017;855.0410807
NGN;Nigeria;8-7-2017;722.2892011
NGN;Nigeria;15-7-2017;986.278161
NGN;Nigeria;22-7-2017;1109.191254
NGN;Nigeria;29-7-2017;996.38285
NGN;Nigeria;5-8-2017;955.0847949
NGN;Nigeria;12-8-2017;797.2822687
NGN;Nigeria;19-8-2017;660.4431298
NGN;Nigeria;26-8-2017;666.7054869
NGN;Nigeria;2-9-2017;588.0719511
NGN;Nigeria;9-9-2017;696.4302771
NGN;Nigeria;16-9-2017;915.7673134
NGN;Nigeria;23-9-2017;711.8131141
NGN;Nigeria;30-9-2017;794.3379072
NGN;Nigeria;7-10-2017;845.8610773
NGN;Nigeria;14-10-2017;681.9548229
NGN;Nigeria;21-10-2017;622.5424099
NGN;Nigeria;28-10-2017;599.894562
NGN;Nigeria;4-11-2017;659.7006031
NGN;Nigeria;11-11-2017;523.8259385
NGN;Nigeria;18-11-2017;630.881806
NGN;Nigeria;25-11-2017;482.0229749
NGN;Nigeria;2-12-2017;480.5401734
NGN;Nigeria;9-12-2017;373.169827
NGN;Nigeria;16-12-2017;333.0747298
NGN;Nigeria;23-12-2017;285.3033723
NGN;Nigeria;30-12-2017;236.7416048
NGN;Nigeria;6-1-2018;276.7975181
NGN;Nigeria;13-1-2018;292.5978768
NGN;Nigeria;20-1-2018;406.7312388
NGN;Nigeria;27-1-2018;448.6559896
NGN;Nigeria;3-2-2018;447.201368
NGN;Nigeria;10-2-2018;485.1182569
NGN;Nigeria;17-2-2018;436.8484413
NGN;Nigeria;24-2-2018;356.6060001
NGN;Nigeria;3-3-2018;457.6232615
NGN;Nigeria;10-3-2018;381.7018938
NGN;Nigeria;17-3-2018;423.9902433
NGN;Nigeria;24-3-2018;466.7838242
NGN;Nigeria;31-3-2018;497.2259771
NGN;Nigeria;7-4-2018;516.6417789
NGN;Nigeria;14-4-2018;605.843082
NGN;Nigeria;21-4-2018;579.1666261
NGN;Nigeria;28-4-2018;521.6837246
NGN;Nigeria;5-5-2018;500.5858496
NGN;Nigeria;12-5-2018;517.2065466
NGN;Nigeria;19-5-2018;553.4416053
NGN;Nigeria;26-5-2018;490.8978142
NGN;Nigeria;2-6-2018;581.5211662
NGN;Nigeria;9-6-2018;625.2894402
NGN;Nigeria;16-6-2018;658.6399545
NGN;Nigeria;23-6-2018;676.0724765
NGN;Nigeria;30-6-2018;702.4168439
NGN;Nigeria;7-7-2018;756.9198075
NGN;Nigeria;14-7-2018;667.4989712
NGN;Nigeria;21-7-2018;639.0443773
NGN;Nigeria;28-7-2018;532.6430405
NGN;Nigeria;4-8-2018;607.0090154
NGN;Nigeria;11-8-2018;598.0919475
NGN;Nigeria;18-8-2018;636.5019639
NGN;Nigeria;25-8-2018;656.2162695
NGN;Nigeria;1-9-2018;450.3771707
NGN;Nigeria;8-9-2018;601.4082369
NGN;Nigeria;15-9-2018;585.0804898
NGN;Nigeria;22-9-2018;645.6307762
NGN;Nigeria;29-9-2018;561.5033882
NGN;Nigeria;6-10-2018;651.3909093
NGN;Nigeria;13-10-2018;627.272153
NGN;Nigeria;20-10-2018;661.1798959
NGN;Nigeria;27-10-2018;589.6913386
NGN;Nigeria;3-11-2018;544.7688249
NGN;Nigeria;10-11-2018;587.5991387
