,Currency,Country,Label,Value,Year
5967,EUR,Europa,2019-05-18,466.8181879,2019
16691,SEK,Suecia,2019-05-18,57.31370905,2019
3418,CNY,China,2019-05-18,605.6178091,2019
18021,TRY,Turquia,2019-05-18,11.93693234,2019
9420,JPY,Japón,2019-05-18,2.39743063,2019
12792,NOK,Noruega,2019-07-27,8.75882643,2019
1658,BRL,Brasil,2019-05-18,53.52770471,2019
17139,SGD,Singapur,2019-04-27,35.58055172,2019
6868,HKD,Hong Kong,2019-05-18,99.33876421,2019
18802,UAH,Ucrania,2019-05-18,102.6076999,2019
11467,MXN,México,2019-05-18,54.0754556,2019
9846,KES,Kenia,2019-07-27,55.56338044,2019
19432,VED,Estados Unidos,2019-07-27,432.9926794,2019
18396,TZS,Tanzania,2019-02-11,6.69797273,2019
11039,MAD,Marruecos,2019-02-11,6.87562352,2019
17592,THB,Tailandia,2019-05-18,71.91291265,2019
19446,VED,Estados Unidos,2019-02-11,538.3208815,2019
11491,MXN,México,2019-02-11,30.88983945,2019
10634,KZT,Kazajistán,2019-02-11,9.31063723,2019
2134,CAD,Canadá,2019-02-11,35.69067228,2019
4301,CZK,República Checa,2019-05-18,0.58786916,2019
10602,KZT,Kazajistán,2019-03-23,23.91891931,2019
12330,NGN,Nigeria,2019-05-18,535.3572174,2019
2110,CAD,Canadá,2019-05-18,52.64249268,2019
9860,KES,Kenia,2019-02-11,46.94674302,2019
18372,TZS,Tanzania,2019-05-18,7.44126285,2019
5539,EGP,Egipto,2019-02-11,3.16809106,2019
18826,UAH,Ucrania,2019-02-11,52.05304685,2019
755,ARS,Argentina,2019-05-18,27.41544233,2019
11015,MAD,Marruecos,2019-05-18,18.11982017,2019
9836,KES,Kenia,2019-05-18,72.15768487,2019
5515,EGP,Egipto,2019-05-18,2.58772154,2019
15403,RON,Rumanía,2019-02-11,9.10767022,2019
13234,NZD,Nueva Zelanda,2019-05-18,26.49748619,2019
3013,CLP,Chile,2019-02-11,30.34328747,2019
1682,BRL,Brasil,2019-02-11,28.07814157,2019
15853,RUB,Rusia,2019-02-11,1074.31779,2019
333,AED,Emiratos Árabes Unidos,2019-02-11,22.75380735,2019
11928,MYR,Malasia,2019-02-11,36.45413643,2019
16715,SEK,Suecia,2019-02-11,39.45320373,2019
13258,NZD,Nueva Zelanda,2019-02-11,14.07555018,2019
12354,NGN,Nigeria,2019-02-11,191.3562911,2019
6443,GBP,Reino Unido,2019-02-11,212.7763789,2019
4325,CZK,República Checa,2019-02-11,1.08776685,2019
16239,SAR,Arabia Saudí,2019-05-18,51.50765338,2019
1231,AUD,Australia,2019-02-11,60.00148828,2019
4747,DKK,Dinamarca,2019-05-18,0.74488632,2019
14927,PLN,Polonia,2019-05-18,11.2480743,2019
14111,PHP,Filipinas,2019-02-11,7.56386973,2019
7742,HUF,Hungria,2019-02-11,0.28166109,2019
5149,DOP,República Dominicana,2019-08-24,14.10025867,2019
1221,AUD,Australia,2019-08-24,60.89340097,2019
16263,SAR,Arabia Saudí,2019-02-11,13.50633496,2019
12782,NOK,Noruega,2019-05-18,13.0655744,2019
20295,ZAR,Sudáfrica,2019-02-11,141.540063,2019
779,ARS,Argentina,2019-02-11,24.38737676,2019
19436,VED,Estados Unidos,2019-08-24,465.1565255,2019
5991,EUR,Europa,2019-02-11,151.8764273,2019
14951,PLN,Polonia,2019-02-11,4.4394214,2019
13661,PEN,Perú,2019-02-11,75.04345246,2019
2559,CHF,Suiza,2019-05-18,3.82244341,2019
18045,TRY,Turquia,2019-02-11,5.87365499,2019
19853,VND,Vietnam,2019-02-11,3.07586215,2019
13637,PEN,Perú,2019-05-18,154.5572007,2019
10610,KZT,Kazajistán,2019-05-18,18.62270032,2019
5159,DOP,República Dominicana,2019-02-11,6.53321855,2019
5977,EUR,Europa,2019-07-27,155.2679773,2019
4771,DKK,Dinamarca,2019-02-11,2.09972194,2019
11904,MYR,Malasia,2019-05-18,105.0319784,2019
9042,IRR,Irán,2019-02-11,1.26238971,2019
14514,PKR,Paquistán,2019-02-11,20.69271904,2019
9850,KES,Kenia,2019-08-24,59.80419016,2019
10624,KZT,Kazajistán,2019-08-24,13.68265677,2019
747,ARS,Argentina,2019-03-23,47.56157244,2019
11896,MYR,Malasia,2019-03-23,87.88111306,2019
4315,CZK,República Checa,2019-08-24,0.88816091,2019
5127,DOP,República Dominicana,2019-03-23,31.81625106,2019
12322,NGN,Nigeria,2019-03-23,773.6564525,2019
3432,CNY,China,2019-08-24,404.7032867,2019
16253,SAR,Arabia Saudí,2019-08-24,43.42520905,2019
12801,NOK,Noruega,2019-09-28,13.00320473,2019
5529,EGP,Egipto,2019-08-24,3.31073193,2019
2583,CHF,Suiza,2019-02-11,1.93058096,2019
2989,CLP,Chile,2019-05-18,35.12006611,2019
3003,CLP,Chile,2019-08-24,19.29030658,2019
7340,HRK,Croacia,2019-02-11,0.20140662,2019
12806,NOK,Noruega,2019-02-11,6.55350391,2019
2572,CHF,Suiza,2019-08-17,3.87108523,2019
3442,CNY,China,2019-02-11,155.4176384,2019
17134,SGD,Singapur,2019-03-23,31.59600423,2019
11007,MAD,Marruecos,2019-03-23,13.82476967,2019
7330,HRK,Croacia,2019-08-24,0.31903753,2019
19263,USD,Estados Unidos,2019-07-20,464.04457,2019
11481,MXN,México,2019-08-24,38.8033246,2019
20259,ZAR,Sudáfrica,2019-02-23,191.931185,2019
769,ARS,Argentina,2019-08-24,15.0319254,2019
1667,BRL,Brasil,2019-07-20,35.34027786,2019
2124,CAD,Canadá,2019-08-24,39.86641415,2019
11029,MAD,Marruecos,2019-08-24,5.53020918,2019
11918,MYR,Malasia,2019-08-24,47.90461685,2019
9032,IRR,Irán,2019-08-24,9.95553176,2019
14101,PHP,Filipinas,2019-08-24,9.66063502,2019
10234,KRW,Corea del Sur,2019-02-23,14.50221107,2019
14504,PKR,Paquistán,2019-08-24,24.47121213,2019
12318,NGN,Nigeria,2019-02-23,836.5235761,2019
7732,HUF,Hungria,2019-08-24,0.18479899,2019
8175,IDR,Indonesia,2019-08-24,2.9089601,2019
5981,EUR,Europa,2019-08-24,225.1972351,2019
12796,NOK,Noruega,2019-08-24,9.27823538,2019
4735,DKK,Dinamarca,2019-02-23,3.26956864,2019
13248,NZD,Nueva Zelanda,2019-08-24,15.64344693,2019
11489,MXN,México,2019-10-19,30.33253791,2019
17606,THB,Tailandia,2019-08-24,47.68208264,2019
17130,SGD,Singapur,2019-02-23,60.1122355,2019
14941,PLN,Polonia,2019-08-24,9.16039881,2019
11459,MXN,México,2019-03-23,87.94625683,2019
15817,RUB,Rusia,2019-02-23,3583.342584,2019
20263,ZAR,Sudáfrica,2019-03-23,152.940727,2019
5524,EGP,Egipto,2019-07-20,1.40547703,2019
7727,HUF,Hungria,2019-07-20,0.53460181,2019
323,AED,Emiratos Árabes Unidos,2019-08-24,22.08332416,2019
3867,COP,Colombia,2019-08-24,269.4430574,2019
8626,INR,India,2019-08-24,128.5734485,2019
2573,CHF,Suiza,2019-08-24,2.45122361,2019
9434,JPY,Japón,2019-08-24,2.34861898,2019
18386,TZS,Tanzania,2019-08-24,8.18463602,2019
18811,UAH,Ucrania,2019-07-20,68.79025759,2019
5144,DOP,República Dominicana,2019-07-20,11.92273274,2019
4289,CZK,República Checa,2019-02-23,0.74015635,2019
5123,DOP,República Dominicana,2019-02-23,33.95713407,2019
17151,SGD,Singapur,2019-07-20,19.840343,2019
3862,COP,Colombia,2019-07-20,254.5011252,2019
12791,NOK,Noruega,2019-07-20,11.47110978,2019
9845,KES,Kenia,2019-07-20,56.56764552,2019
16248,SAR,Arabia Saudí,2019-07-20,32.32221225,2019
16227,SAR,Arabia Saudí,2019-02-23,48.45962614,2019
19431,VED,Estados Unidos,2019-07-20,573.9609688,2019
10619,KZT,Kazajistán,2019-07-20,15.3949933,2019
6433,GBP,Reino Unido,2019-08-24,248.8982694,2019
15843,RUB,Rusia,2019-08-24,1499.721291,2019
15388,RON,Rumanía,2019-07-20,14.11066508,2019
20285,ZAR,Sudáfrica,2019-08-24,121.8009731,2019
9429,JPY,Japón,2019-07-20,4.23588033,2019
11455,MXN,México,2019-02-23,79.514916,2019
2119,CAD,Canadá,2019-07-20,33.55440918,2019
16700,SEK,Suecia,2019-07-20,48.54693115,2019
18009,TRY,Turquia,2019-02-23,7.62507966,2019
2547,CHF,Suiza,2019-02-23,4.24648981,2019
318,AED,Emiratos Árabes Unidos,2019-07-20,22.61131425,2019
13625,PEN,Perú,2019-02-23,268.8061931,2019
12770,NOK,Noruega,2019-02-23,17.58438942,2019
11892,MYR,Malasia,2019-02-23,98.21435881,2019
6856,HKD,Hong Kong,2019-02-23,116.494778,2019
743,ARS,Argentina,2019-02-23,41.65298711,2019
11003,MAD,Marruecos,2019-02-23,21.3198946,2019
13651,PEN,Perú,2019-08-24,80.82779529,2019
17601,THB,Tailandia,2019-07-20,45.62035078,2019
11476,MXN,México,2019-07-20,38.9221259,2019
6407,GBP,Reino Unido,2019-02-23,703.6427093,2019
9006,IRR,Irán,2019-02-23,67.38688791,2019
9824,KES,Kenia,2019-02-23,89.39976658,2019
1672,BRL,Brasil,2019-08-24,35.11125579,2019
8600,INR,India,2019-02-23,310.0148518,2019
10598,KZT,Kazajistán,2019-02-23,17.42453269,2019
10260,KRW,Corea del Sur,2019-08-24,12.42789528,2019
11024,MAD,Marruecos,2019-07-20,2.80710938,2019
5955,EUR,Europa,2019-02-23,411.4435257,2019
19843,VND,Vietnam,2019-08-24,4.58484514,2019
18816,UAH,Ucrania,2019-08-24,61.88268203,2019
7325,HRK,Croacia,2019-07-20,0.93863626,2019
2995,CLP,Chile,2019-06-29,24.98105463,2019
9426,JPY,Japón,2019-06-29,3.95814601,2019
9024,IRR,Irán,2019-06-29,21.9920572,2019
5521,EGP,Egipto,2019-06-29,3.04096106,2019
3414,CNY,China,2019-04-20,1258.890907,2019
12326,NGN,Nigeria,2019-04-20,640.5624147,2019
19428,VED,Estados Unidos,2019-06-29,469.7471285,2019
18013,TRY,Turquia,2019-03-23,36.02003999,2019
19825,VND,Vietnam,2019-04-20,10.4104794,2019
18368,TZS,Tanzania,2019-04-20,10.11446465,2019
16687,SEK,Suecia,2019-04-20,58.74139431,2019
2555,CHF,Suiza,2019-04-20,3.26535998,2019
4753,DKK,Dinamarca,2019-06-29,4.37004111,2019
14093,PHP,Filipinas,2019-06-29,18.20943914,2019
16697,SEK,Suecia,2019-06-29,53.51776854,2019
17598,THB,Tailandia,2019-06-29,65.98750541,2019
12778,NOK,Noruega,2019-04-20,13.17724012,2019
17156,SGD,Singapur,2019-08-24,15.15112286,2019
2106,CAD,Canadá,2019-04-20,67.75005215,2019
16235,SAR,Arabia Saudí,2019-04-20,49.50129435,2019
12336,NGN,Nigeria,2019-06-29,348.772193,2019
3859,COP,Colombia,2019-06-29,259.2995077,2019
3424,CNY,China,2019-06-29,461.888997,2019
7724,HUF,Hungria,2019-06-29,0.30362261,2019
11011,MAD,Marruecos,2019-04-20,20.39283346,2019
3849,COP,Colombia,2019-04-20,348.0281058,2019
10242,KRW,Corea del Sur,2019-04-20,19.6098441,2019
2116,CAD,Canadá,2019-06-29,74.32913899,2019
1664,BRL,Brasil,2019-06-29,49.33271807,2019
11021,MAD,Marruecos,2019-06-29,9.6506887,2019
17148,SGD,Singapur,2019-06-29,32.90368536,2019
11463,MXN,México,2019-04-20,54.496256,2019
13230,NZD,Nueva Zelanda,2019-04-20,17.84084159,2019
19268,USD,Estados Unidos,2019-08-24,473.3597296,2019
6882,HKD,Hong Kong,2019-08-24,26.06128739,2019
5973,EUR,Europa,2019-06-29,204.7261997,2019
18798,UAH,Ucrania,2019-04-20,115.9839945,2019
16245,SAR,Arabia Saudí,2019-06-29,58.10870277,2019
305,AED,Emiratos Árabes Unidos,2019-04-20,39.67565252,2019
8167,IDR,Indonesia,2019-06-29,2.45460057,2019
761,ARS,Argentina,2019-06-29,25.58949695,2019
1213,AUD,Australia,2019-06-29,62.84775862,2019
315,AED,Emiratos Árabes Unidos,2019-06-29,36.53067986,2019
17138,SGD,Singapur,2019-04-20,26.4508986,2019
5131,DOP,República Dominicana,2019-04-20,21.13394956,2019
11473,MXN,México,2019-06-29,37.55509863,2019
19260,USD,Estados Unidos,2019-06-29,510.2397363,2019
10252,KRW,Corea del Sur,2019-06-29,9.13185225,2019
13240,NZD,Nueva Zelanda,2019-06-29,28.10293028,2019
6864,HKD,Hong Kong,2019-04-20,58.18515872,2019
19250,USD,Estados Unidos,2019-04-20,1108.22737,2019
751,ARS,Argentina,2019-04-20,30.52621011,2019
4743,DKK,Dinamarca,2019-04-20,1.00466917,2019
20267,ZAR,Sudáfrica,2019-04-20,148.3094514,2019
15385,RON,Rumanía,2019-06-29,15.0567617,2019
5511,EGP,Egipto,2019-04-20,2.68906782,2019
9842,KES,Kenia,2019-06-29,58.47393048,2019
5963,EUR,Europa,2019-04-20,337.1034407,2019
15375,RON,Rumanía,2019-04-20,32.41200456,2019
14923,PLN,Polonia,2019-04-20,15.32011996,2019
11900,MYR,Malasia,2019-04-20,79.0217294,2019
17588,THB,Tailandia,2019-04-20,417.3655876,2019
7714,HUF,Hungria,2019-04-20,0.1151387,2019
14933,PLN,Polonia,2019-06-29,7.81699029,2019
18808,UAH,Ucrania,2019-06-29,74.92777502,2019
6425,GBP,Reino Unido,2019-06-29,389.5959597,2019
8157,IDR,Indonesia,2019-04-20,1.1099306,2019
13633,PEN,Perú,2019-04-20,162.5742488,2019
16705,SEK,Suecia,2019-08-24,36.69733637,2019
4761,DKK,Dinamarca,2019-08-24,3.02777611,2019
7312,HRK,Croacia,2019-04-20,0.14405424,2019
14083,PHP,Filipinas,2019-04-20,10.2655166,2019
18027,TRY,Turquia,2019-06-29,7.28922702,2019
14496,PKR,Paquistán,2019-06-29,37.32457435,2019
9416,JPY,Japón,2019-04-20,6.09583319,2019
8608,INR,India,2019-04-20,239.8468203,2019
12788,NOK,Noruega,2019-06-29,15.43345866,2019
18035,TRY,Turquia,2019-08-24,6.92254879,2019
11910,MYR,Malasia,2019-06-29,101.8368383,2019
7322,HRK,Croacia,2019-06-29,0.13342307,2019
13643,PEN,Perú,2019-06-29,88.19823033,2019
18363,TZS,Tanzania,2019-03-16,8.18107578,2019
2985,CLP,Chile,2019-04-20,41.54071044,2019
1654,BRL,Brasil,2019-04-20,63.69640389,2019
4307,CZK,República Checa,2019-06-29,1.40768703,2019
9832,KES,Kenia,2019-04-20,62.64965705,2019
6415,GBP,Reino Unido,2019-04-20,468.8275904,2019
15825,RUB,Rusia,2019-04-20,2961.113732,2019
18017,TRY,Turquia,2019-04-20,7.43529326,2019
19418,VED,Estados Unidos,2019-04-20,1138.193642,2019
6874,HKD,Hong Kong,2019-06-29,70.43621137,2019
4297,CZK,República Checa,2019-04-20,0.61585383,2019
1216,AUD,Australia,2019-07-20,55.03601577,2019
5141,DOP,República Dominicana,2019-06-29,10.04779677,2019
8618,INR,India,2019-06-29,184.2342047,2019
12344,NGN,Nigeria,2019-08-24,358.1182325,2019
10616,KZT,Kazajistán,2019-06-29,19.96152402,2019
14486,PKR,Paquistán,2019-04-20,48.99695507,2019
19835,VND,Vietnam,2019-06-29,6.59876543,2019
8152,IDR,Indonesia,2019-03-16,3.36482465,2019
19838,VND,Vietnam,2019-07-20,9.44219848,2019
13243,NZD,Nueva Zelanda,2019-07-20,17.11607489,2019
14096,PHP,Filipinas,2019-07-20,5.92902669,2019
8621,INR,India,2019-07-20,135.1134871,2019
3427,CNY,China,2019-07-20,416.0325982,2019
15370,RON,Rumanía,2019-03-16,36.31241406,2019
12773,NOK,Noruega,2019-03-16,19.29091131,2019
9411,JPY,Japón,2019-03-16,2.13528061,2019
16230,SAR,Arabia Saudí,2019-03-16,90.61855355,2019
9014,IRR,Irán,2019-04-20,23.80544626,2019
1203,AUD,Australia,2019-04-20,101.2687364,2019
10606,KZT,Kazajistán,2019-04-20,18.53614595,2019
15835,RUB,Rusia,2019-06-29,1683.588744,2019
8170,IDR,Indonesia,2019-07-20,1.6550254,2019
20277,ZAR,Sudáfrica,2019-06-29,101.8839147,2019
11913,MYR,Malasia,2019-07-20,46.11249225,2019
5958,EUR,Europa,2019-03-16,459.7510269,2019
10601,KZT,Kazajistán,2019-03-16,23.5301,2019
10237,KRW,Corea del Sur,2019-03-16,19.26744722,2019
9009,IRR,Irán,2019-03-16,36.94881659,2019
13225,NZD,Nueva Zelanda,2019-03-16,24.33661995,2019
2565,CHF,Suiza,2019-06-29,4.37864893,2019
18378,TZS,Tanzania,2019-06-29,5.97404802,2019
4292,CZK,República Checa,2019-03-16,1.17212324,2019
14499,PKR,Paquistán,2019-07-20,23.75669156,2019
13646,PEN,Perú,2019-07-20,87.80833356,2019
5154,DOP,República Dominicana,2019-09-28,10.99035671,2019
17611,THB,Tailandia,2019-09-28,95.2038021,2019
18012,TRY,Turquia,2019-03-16,18.1826076,2019
6877,HKD,Hong Kong,2019-07-20,45.13758611,2019
9027,IRR,Irán,2019-07-20,11.83228543,2019
14481,PKR,Paquistán,2019-03-16,55.79636412,2019
20280,ZAR,Sudáfrica,2019-07-20,107.3203911,2019
14936,PLN,Polonia,2019-07-20,8.53182596,2019
5998,EUR,Europa,2019-12-21,309.8772922,2019
4332,CZK,República Checa,2019-12-21,0.94041566,2019
4756,DKK,Dinamarca,2019-07-20,2.11311025,2019
6428,GBP,Reino Unido,2019-07-20,274.5476126,2019
3872,COP,Colombia,2019-09-28,268.5179938,2019
12339,NGN,Nigeria,2019-07-20,361.4219646,2019
6859,HKD,Hong Kong,2019-03-16,82.16675818,2019
2568,CHF,Suiza,2019-07-20,1.79655178,2019
6895,HKD,Hong Kong,2019-11-23,30.80931637,2019
12349,NGN,Nigeria,2019-09-28,423.7328497,2019
4310,CZK,República Checa,2019-07-20,1.45067974,2019
16695,SEK,Suecia,2019-06-15,67.0377892,2019
19413,VED,Estados Unidos,2019-03-16,1817.338324,2019
15838,RUB,Rusia,2019-07-20,1631.360394,2019
7320,HRK,Croacia,2019-06-15,0.5757641,2019
9037,IRR,Irán,2019-09-28,8.27880671,2019
5976,EUR,Europa,2019-07-20,176.2101281,2019
2998,CLP,Chile,2019-07-20,20.42956299,2019
7788,HUF,Hungria,2020-09-19,0.15991002,2020
14565,PKR,Paquistán,2020-10-24,3.44381836,2020
4371,CZK,República Checa,2020-09-19,1.87247353,2020
7371,HRK,Croacia,2020-06-06,0.17280104,2020
14169,PHP,Filipinas,2020-12-12,5.88615351,2020
7391,HRK,Croacia,2020-10-24,0.04012166,2020
9911,KES,Kenia,2020-10-24,67.8171049,2020
12852,NOK,Noruega,2020-09-19,5.8790722,2020
18442,TZS,Tanzania,2020-09-19,6.13674692,2020
7773,HUF,Hungria,2020-06-06,0.25302745,2020
8231,IDR,Indonesia,2020-09-19,2.44159579,2020
3059,CLP,Chile,2020-09-19,40.44827005,2020
19899,VND,Vietnam,2020-09-19,3.73220748,2020
1728,BRL,Brasil,2020-09-19,26.35814906,2020
2634,CHF,Suiza,2020-10-24,1.96659367,2020
14997,PLN,Polonia,2020-09-19,10.23609803,2020
18877,UAH,Ucrania,2020-10-24,20.50450793,2020
4356,CZK,República Checa,2020-06-06,2.20243962,2020
11979,MYR,Malasia,2020-10-24,19.58571506,2020
18427,TZS,Tanzania,2020-06-06,4.00036456,2020
9475,JPY,Japón,2020-06-06,2.48013521,2020
11959,MYR,Malasia,2020-06-06,29.99395329,2020
3473,CNY,China,2020-06-06,166.8988509,2020
3493,CNY,China,2020-10-24,156.6647535,2020
11090,MAD,Marruecos,2020-10-24,14.72142571,2020
19492,VED,Estados Unidos,2020-09-19,468.8819135,2020
19329,USD,Estados Unidos,2020-10-24,315.30466,2020
19904,VND,Vietnam,2020-10-24,5.63743923,2020
12857,NOK,Noruega,2020-10-24,7.21926841,2020
7793,HUF,Hungria,2020-10-24,0.16769149,2020
10650,KZT,Kazajistán,2020-02-22,9.13206101,2020
11537,MXN,México,2020-09-19,55.41656343,2020
830,ARS,Argentina,2020-10-24,42.52849647,2020
1262,AUD,Australia,2020-06-06,34.65767089,2020
16766,SEK,Suecia,2020-10-24,36.46960269,2020
17179,SGD,Singapur,2020-01-02,13.92266461,2020
13309,NZD,Nueva Zelanda,2020-10-24,4.67997613,2020
12385,NGN,Nigeria,2020-06-06,307.5294419,2020
19309,USD,Estados Unidos,2020-06-06,480.1284598,2020
2165,CAD,Canadá,2020-06-06,38.23158721,2020
5570,EGP,Egipto,2020-06-06,13.23047167,2020
11522,MXN,México,2020-06-06,29.64897862,2020
16746,SEK,Suecia,2020-06-06,36.52679711,2020
9073,IRR,Irán,2020-06-06,0.09014772,2020
364,AED,Emiratos Árabes Unidos,2020-06-06,19.82593044,2020
10665,KZT,Kazajistán,2020-06-06,7.06133938,2020
14157,PHP,Filipinas,2020-09-19,9.23154499,2020
19497,VED,Estados Unidos,2020-10-24,367.4005055,2020
20346,ZAR,Sudáfrica,2020-10-24,131.0742243,2020
8667,INR,India,2020-06-06,123.4784156,2020
14162,PHP,Filipinas,2020-10-24,12.09081511,2020
4802,DKK,Dinamarca,2020-06-06,1.5620456,2020
5590,EGP,Egipto,2020-10-24,6.3781315,2020
18091,TRY,Turquia,2020-09-19,9.028818,2020
18102,TRY,Turquia,2020-05-12,4.90273518,2020
4828,DKK,Dinamarca,2020-05-12,0.37138011,2020
6938,HKD,Hong Kong,2020-09-19,17.5357862,2020
16309,SAR,Arabia Saudí,2020-09-19,17.60646045,2020
6037,EUR,Europa,2020-09-19,192.9310297,2020
1277,AUD,Australia,2020-09-19,48.35465611,2020
10680,KZT,Kazajistán,2020-09-19,9.20273179,2020
11974,MYR,Malasia,2020-09-19,16.27339066,2020
9088,IRR,Irán,2020-09-19,0.51980785,2020
8682,INR,India,2020-09-19,103.8629784,2020
6048,EUR,Europa,2020-05-12,139.5001767,2020
3488,CNY,China,2020-09-19,138.6884965,2020
5205,DOP,República Dominicana,2020-09-19,13.07035744,2020
2192,CAD,Canadá,2020-12-12,20.7935778,2020
6501,GBP,Reino Unido,2020-12-12,143.5638584,2020
3071,CLP,Chile,2020-12-12,35.102318,2020
17212,SGD,Singapur,2020-09-19,6.88861408,2020
20341,ZAR,Sudáfrica,2020-09-19,142.3184191,2020
3923,COP,Colombia,2020-09-19,294.0542454,2020
10316,KRW,Corea del Sur,2020-09-19,10.01970161,2020
20326,ZAR,Sudáfrica,2020-06-06,121.2661176,2020
10306,KRW,Corea del Sur,2020-11-07,3.6505661,2020
11072,MAD,Marruecos,2020-06-20,10.9425184,2020
13304,NZD,Nueva Zelanda,2020-09-19,7.3425448,2020
19291,USD,Estados Unidos,2020-01-02,375.2961755,2020
17662,THB,Tailandia,2020-09-19,36.82080913,2020
837,ARS,Argentina,2020-12-12,24.25980262,2020
9055,IRR,Irán,2020-01-02,0.42876789,2020
11085,MAD,Marruecos,2020-09-19,16.6366607,2020
14964,PLN,Polonia,2020-01-02,4.5060317,2020
17223,SGD,Singapur,2020-05-12,5.88641996,2020
3070,CLP,Chile,2020-05-12,39.7611984,2020
14168,PHP,Filipinas,2020-05-12,8.43289297,2020
2629,CHF,Suiza,2020-09-19,3.12326631,2020
2180,CAD,Canadá,2020-09-19,40.14371087,2020
19459,VED,Estados Unidos,2020-01-02,553.046476,2020
18872,UAH,Ucrania,2020-09-19,25.44945592,2020
9917,KES,Kenia,2020-05-12,51.25970094,2020
9906,KES,Kenia,2020-09-19,60.55646084,2020
15899,RUB,Rusia,2020-09-19,766.6092696,2020
16761,SEK,Suecia,2020-09-19,34.00473208,2020
13707,PEN,Perú,2020-09-19,77.13841329,2020
4817,DKK,Dinamarca,2020-09-19,0.91344097,2020
18857,UAH,Ucrania,2020-06-06,35.49966466,2020
6500,GBP,Reino Unido,2020-05-12,146.0774967,2020
14124,PHP,Filipinas,2020-01-02,7.32902077,2020
12400,NGN,Nigeria,2020-09-19,305.5271391,2020
3455,CNY,China,2020-01-02,103.0331975,2020
14527,PKR,Paquistán,2020-01-02,0.06494462,2020
17202,SGD,Singapur,2020-11-07,18.96399288,2020
15416,RON,Rumanía,2020-01-02,10.33966225,2020
17673,THB,Tailandia,2020-05-12,22.93731083,2020
12411,NGN,Nigeria,2020-05-12,125.0623214,2020
6494,GBP,Reino Unido,2020-10-24,224.828935,2020
12863,NOK,Noruega,2020-05-12,4.23595442,2020
15866,RUB,Rusia,2020-01-02,946.2953951,2020
17667,THB,Tailandia,2020-10-24,26.69355033,2020
16320,SAR,Arabia Saudí,2020-05-12,11.08806152,2020
836,ARS,Argentina,2020-05-12,27.42264762,2020
6489,GBP,Reino Unido,2020-09-19,242.2043866,2020
18839,UAH,Ucrania,2020-01-02,42.43551133,2020
16751,SEK,Suecia,2020-11-07,41.25165663,2020
13697,PEN,Perú,2020-11-07,82.00282412,2020
13294,NZD,Nueva Zelanda,2020-11-07,6.19079077,2020
3478,CNY,China,2020-11-07,187.0084499,2020
2619,CHF,Suiza,2020-11-07,3.62426778,2020
11075,MAD,Marruecos,2020-11-07,13.05099847,2020
815,ARS,Argentina,2020-11-07,91.86525348,2020
369,AED,Emiratos Árabes Unidos,2020-11-07,10.34685463,2020
6905,HKD,Hong Kong,2020-01-02,38.14939895,2020
13674,PEN,Perú,2020-01-02,89.21980276,2020
17652,THB,Tailandia,2020-11-07,39.47318282,2020
4807,DKK,Dinamarca,2020-11-07,1.24465462,2020
7397,HRK,Croacia,2020-05-12,0.15505167,2020
7353,HRK,Croacia,2020-01-02,0.5249081,2020
3044,CLP,Chile,2020-06-06,44.2771503,2020
6474,GBP,Reino Unido,2020-06-06,312.9418507,2020
8216,IDR,Indonesia,2020-06-06,6.64696215,2020
3908,COP,Colombia,2020-06-06,329.3872723,2020
1695,BRL,Brasil,2020-01-02,19.05211207,2020
11504,MXN,México,2020-01-02,23.92182942,2020
2147,CAD,Canadá,2020-01-02,27.51873965,2020
1267,AUD,Australia,2020-11-07,45.48931248,2020
7778,HUF,Hungria,2020-11-07,0.61985544,2020
3890,COP,Colombia,2020-01-02,248.8100241,2020
19482,VED,Estados Unidos,2020-11-07,492.9829789,2020
19889,VND,Vietnam,2020-11-07,4.42001502,2020
9480,JPY,Japón,2020-11-07,2.12685142,2020
9093,IRR,Irán,2020-10-24,0.5289718,2020
6928,HKD,Hong Kong,2020-11-07,58.87294106,2020
14550,PKR,Paquistán,2020-11-07,3.68218015,2020
18081,TRY,Turquia,2020-11-07,8.41173455,2020
8221,IDR,Indonesia,2020-11-07,2.7510795,2020
3049,CLP,Chile,2020-11-07,43.03300684,2020
11961,MYR,Malasia,2020-06-20,24.42535428,2020
12842,NOK,Noruega,2020-11-07,11.67377569,2020
2596,CHF,Suiza,2020-01-02,4.06168818,2020
18432,TZS,Tanzania,2020-11-07,7.14635192,2020
5599,EGP,Egipto,2020-12-26,3.12644544,2020
2614,CHF,Suiza,2020-06-06,5.88061248,2020
9920,KES,Kenia,2020-12-26,33.26139157,2020
1288,AUD,Australia,2020-05-12,20.53564652,2020
11964,MYR,Malasia,2020-11-07,28.9029247,2020
18429,TZS,Tanzania,2020-06-20,7.90691368,2020
16296,SAR,Arabia Saudí,2020-06-20,6.56225632,2020
2640,CHF,Suiza,2020-05-12,2.47034639,2020
1739,BRL,Brasil,2020-05-12,26.24485795,2020
3499,CNY,China,2020-05-12,86.57814184,2020
9078,IRR,Irán,2020-11-07,0.1044878,2020
1264,AUD,Australia,2020-06-20,39.20655503,2020
10303,KRW,Corea del Sur,2020-06-20,6.31511918,2020
3475,CNY,China,2020-06-20,124.246052,2020
16299,SAR,Arabia Saudí,2020-11-07,12.78653511,2020
6479,GBP,Reino Unido,2020-11-07,304.4612934,2020
7376,HRK,Croacia,2020-11-07,0.27497911,2020
