,Currency,Country,Label,Value,Year
17321,THB,Tailandia,2014-08-03,147.72,2014
18979,USD,Estados Unidos,2014-08-02,2585.32,2014
17317,THB,Tailandia,2014-08-02,181.25,2014
16431,SEK,Suecia,2014-05-24,58.02,2014
7041,HRK,Croacia,2014-08-02,1.68,2014
18531,UAH,Ucrania,2014-08-03,0.49,2014
14654,PLN,Polonia,2014-02-22,2.85,2014
6597,HKD,Hong Kong,2014-08-03,16.4,2014
3147,CNY,China,2014-08-03,3.89,2014
9149,JPY,Japón,2014-08-03,1.36,2014
14218,PKR,Paquistán,2014-08-03,0.0,2014
16420,SEK,Suecia,2014-08-03,18.4,2014
971,AUD,Australia,2014-08-11,1344.79,2014
17750,TRY,Turquia,2014-08-03,0.1,2014
14656,PLN,Polonia,2014-08-03,4.56,2014
7045,HRK,Croacia,2014-08-03,2.11,2014
15108,RON,Rumanía,2014-08-03,12.48,2014
7040,HRK,Croacia,2014-01-02,3.55,2014
7043,HRK,Croacia,2014-02-22,4.44,2014
1839,CAD,Canadá,2014-08-03,151.82,2014
5692,EUR,Europa,2014-08-02,741.17,2014
4877,DOP,República Dominicana,2014-08-02,0.69,2014
5696,EUR,Europa,2014-08-03,806.28,2014
12511,NOK,Noruega,2014-08-03,21.2,2014
8341,INR,India,2014-08-03,38.13,2014
9565,KES,Kenia,2014-08-03,0.17,2014
13366,PEN,Perú,2014-08-03,0.0,2014
3582,COP,Colombia,2014-08-03,12.45,2014
1387,BRL,Brasil,2014-08-03,20.62,2014
2718,CLP,Chile,2014-08-03,3.3,2014
72,AED,Emiratos Árabes Unidos,2014-08-11,11.84,2014
4030,CZK,República Checa,2014-08-03,11.58,2014
12963,NZD,Nueva Zelanda,2014-08-03,40.6,2014
18992,USD,Estados Unidos,2014-10-05,4370.16,2014
8746,IRR,Irán,2014-08-02,0.1,2014
15554,RUB,Rusia,2014-08-02,42.67,2014
9184,JPY,Japón,2014-08-11,4.96,2014
16413,SEK,Suecia,2014-01-18,21.88,2014
8376,INR,India,2014-08-11,95.26,2014
8350,INR,India,2014-10-05,53.79,2014
6606,HKD,Hong Kong,2014-10-05,26.61,2014
3156,CNY,China,2014-10-05,37.97,2014
6144,GBP,Reino Unido,2014-08-02,1826.36,2014
4039,CZK,República Checa,2014-10-05,12.45,2014
13825,PHP,Filipinas,2014-10-05,17.4,2014
7447,HUF,Hungria,2014-08-03,0.99,2014
19558,VND,Vietnam,2014-08-03,0.0,2014
2284,CHF,Suiza,2014-08-02,79.55,2014
8759,IRR,Irán,2014-10-05,0.0,2014
11642,MYR,Malasia,2014-10-05,32.23,2014
6157,GBP,Reino Unido,2014-10-05,2349.75,2014
4485,DKK,Dinamarca,2014-10-05,2.59,2014
20009,ZAR,Sudáfrica,2014-10-05,40.42,2014
7054,HRK,Croacia,2014-10-05,1.77,2014
10004,KRW,Corea del Sur,2014-10-05,0.0,2014
13816,PHP,Filipinas,2014-08-03,18.74,2014
2714,CLP,Chile,2014-08-02,5.39,2014
7886,IDR,Indonesia,2014-08-02,0.0,2014
13812,PHP,Filipinas,2014-08-02,16.52,2014
7443,HUF,Hungria,2014-08-02,7.6,2014
12054,NGN,Nigeria,2014-08-02,0.0,2014
9991,KRW,Corea del Sur,2014-08-02,0.0,2014
6632,HKD,Hong Kong,2014-08-11,98.53,2014
520,ARS,Argentina,2014-08-11,45.14,2014
11668,MYR,Malasia,2014-08-11,45.68,2014
11629,MYR,Malasia,2014-08-02,22.41,2014
1383,BRL,Brasil,2014-08-02,24.67,2014
11192,MXN,México,2014-08-02,58.41,2014
12959,NZD,Nueva Zelanda,2014-08-02,42.71,2014
932,AUD,Australia,2014-08-02,442.35,2014
4472,DKK,Dinamarca,2014-08-02,2.06,2014
9561,KES,Kenia,2014-08-02,0.03,2014
16416,SEK,Suecia,2014-08-02,23.86,2014
19996,ZAR,Sudáfrica,2014-08-02,91.26,2014
6590,HKD,Hong Kong,2014-01-18,34.53,2014
13809,PHP,Filipinas,2014-01-18,14.25,2014
3578,COP,Colombia,2014-08-02,17.82,2014
7478,HUF,Hungria,2014-11-10,3.34,2014
18527,UAH,Ucrania,2014-08-02,0.0,2014
9596,KES,Kenia,2014-11-10,0.0,2014
6593,HKD,Hong Kong,2014-08-02,82.56,2014
3143,CNY,China,2014-08-02,5.02,2014
17746,TRY,Turquia,2014-08-02,1.51,2014
15104,RON,Rumanía,2014-08-02,15.9,2014
14249,PKR,Paquistán,2014-11-10,0.0,2014
6148,GBP,Reino Unido,2014-08-03,2159.85,2014
9143,JPY,Japón,2014-01-25,2.26,2014
12957,NZD,Nueva Zelanda,2014-01-25,69.25,2014
17781,TRY,Turquia,2014-11-10,1.63,2014
20031,ZAR,Sudáfrica,2014-11-10,47.95,2014
3178,CNY,China,2014-11-10,78.6,2014
15963,SAR,Arabia Saudí,2014-08-02,1.71,2014
16867,SGD,Singapur,2014-08-02,11.44,2014
15567,RUB,Rusia,2014-10-05,76.3063,2014
16902,SGD,Singapur,2014-11-10,2.23,2014
6628,HKD,Hong Kong,2014-11-10,107.52,2014
15589,RUB,Rusia,2014-11-10,336.84,2014
11227,MXN,México,2014-11-10,116.22,2014
4061,CZK,República Checa,2014-11-10,10.49,2014
12542,NOK,Noruega,2014-11-10,66.85,2014
15117,RON,Rumanía,2014-10-05,7.81,2014
2749,CLP,Chile,2014-11-10,16.4,2014
9180,JPY,Japón,2014-11-10,3.33,2014
19014,USD,Estados Unidos,2014-11-10,8389.28,2014
19589,VND,Vietnam,2014-11-10,0.1333,2014
14687,PLN,Polonia,2014-11-10,55.94,2014
68,AED,Emiratos Árabes Unidos,2014-11-10,37.6,2014
1870,CAD,Canadá,2014-11-10,439.5,2014
4912,DOP,República Dominicana,2014-11-10,0.0,2014
10753,MAD,Marruecos,2014-10-05,0.0,2014
3613,COP,Colombia,2014-11-10,22.01,2014
7921,IDR,Indonesia,2014-11-10,0.0,2014
69,AED,Emiratos Árabes Unidos,2014-10-18,20.98,2014
18562,UAH,Ucrania,2014-11-10,0.0,2014
517,ARS,Argentina,2014-10-18,63.8,2014
15998,SAR,Arabia Saudí,2014-11-10,0.0,2014
14688,PLN,Polonia,2014-10-18,63.78,2014
516,ARS,Argentina,2014-11-10,65.28,2014
8373,INR,India,2014-10-18,65.43,2014
15590,RUB,Rusia,2014-10-18,258.97,2014
12089,NGN,Nigeria,2014-11-10,0.0,2014
17353,THB,Tailandia,2014-10-18,317.31,2014
16452,SEK,Suecia,2014-10-18,166.89,2014
3614,COP,Colombia,2014-10-18,15.3,2014
7076,HRK,Croacia,2014-11-10,11.3,2014
16903,SGD,Singapur,2014-10-18,7.85,2014
11664,MYR,Malasia,2014-11-10,34.74,2014
19015,USD,Estados Unidos,2014-10-18,7549.0986,2014
6180,GBP,Reino Unido,2014-10-18,2901.6,2014
8781,IRR,Irán,2014-11-10,20.69,2014
8782,IRR,Irán,2014-10-18,11.62,2014
2319,CHF,Suiza,2014-11-10,48.92,2014
13847,PHP,Filipinas,2014-11-10,13.62,2014
10775,MAD,Marruecos,2014-11-10,0.0,2014
1418,BRL,Brasil,2014-11-10,21.75,2014
15139,RON,Rumanía,2014-11-10,13.06,2014
6179,GBP,Reino Unido,2014-11-10,3269.03,2014
12994,NZD,Nueva Zelanda,2014-11-10,94.37,2014
4023,CZK,República Checa,2014-01-18,16.77,2014
1379,BRL,Brasil,2014-11-01,10.96,2014
929,AUD,Australia,2014-01-18,378.78,2014
2711,CLP,Chile,2014-01-18,7.99,2014
12058,NGN,Nigeria,2014-08-03,0.29,2014
3140,CNY,China,2014-01-18,4.15,2014
10026,KRW,Corea del Sur,2014-11-10,3.3793,2014
16871,SGD,Singapur,2014-08-03,23.3,2014
7440,HUF,Hungria,2014-01-18,6.43,2014
5272,EGP,Egipto,2014-01-18,0.05,2014
19993,ZAR,Sudáfrica,2014-01-18,31.59,2014
1380,BRL,Brasil,2014-01-18,18.91,2014
15551,RUB,Rusia,2014-01-18,37.19,2014
13397,PEN,Perú,2014-11-10,4.91,2014
16451,SEK,Suecia,2014-11-10,159.58,2014
11189,MXN,México,2014-01-18,118.82,2014
17352,THB,Tailandia,2014-11-10,195.64,2014
17743,TRY,Turquia,2014-01-18,0.45,2014
5727,EUR,Europa,2014-11-10,1531.89,2014
18524,UAH,Ucrania,2014-01-18,0.01,2014
7883,IDR,Indonesia,2014-01-18,0.41,2014
12051,NGN,Nigeria,2014-01-18,0.41,2014
478,ARS,Argentina,2014-01-18,14.72,2014
15101,RON,Rumanía,2014-01-18,22.15,2014
12956,NZD,Nueva Zelanda,2014-01-18,58.59,2014
2281,CHF,Suiza,2014-01-18,39.63,2014
2320,CHF,Suiza,2014-10-18,39.95,2014
4469,DKK,Dinamarca,2014-01-18,0.24,2014
1871,CAD,Canadá,2014-10-18,335.19,2014
2750,CLP,Chile,2014-10-18,11.62,2014
3575,COP,Colombia,2014-01-18,27.88,2014
967,AUD,Australia,2014-11-10,1100.52,2014
16414,SEK,Suecia,2014-01-25,38.65,2014
10776,MAD,Marruecos,2014-10-18,0.0,2014
12052,NGN,Nigeria,2014-01-25,0.0,2014
6629,HKD,Hong Kong,2014-10-18,65.07,2014
12504,NOK,Noruega,2014-01-18,30.18,2014
7038,HRK,Croacia,2014-01-18,1.38,2014
968,AUD,Australia,2014-10-18,1430.4,2014
9989,KRW,Corea del Sur,2014-01-25,0.1041,2014
18976,USD,Estados Unidos,2014-01-18,2353.64,2014
6142,GBP,Reino Unido,2014-01-25,1677.18,2014
16864,SGD,Singapur,2014-01-18,13.1,2014
19994,ZAR,Sudáfrica,2014-01-25,66.09,2014
18544,UAH,Ucrania,2014-07-06,0.0,2014
3179,CNY,China,2014-10-18,80.4,2014
7077,HRK,Croacia,2014-10-18,23.76,2014
31,AED,Emiratos Árabes Unidos,2014-01-25,9.91,2014
12503,NOK,Noruega,2014-11-01,29.32,2014
4470,DKK,Dinamarca,2014-01-25,0.98,2014
15113,RON,Rumanía,2014-12-04,10.08,2014
19992,ZAR,Sudáfrica,2014-11-01,50.51,2014
9557,KES,Kenia,2014-11-01,0.03,2014
15550,RUB,Rusia,2014-11-01,7.22,2014
8742,IRR,Irán,2014-11-01,0.01,2014
2710,CLP,Chile,2014-11-01,6.77,2014
9559,KES,Kenia,2014-01-25,0.76,2014
8334,INR,India,2014-01-18,27.01,2014
17744,TRY,Turquia,2014-01-25,0.0,2014
5689,EUR,Europa,2014-01-18,415.42,2014
16863,SGD,Singapur,2014-11-01,17.04,2014
14649,PLN,Polonia,2014-01-18,5.54,2014
6589,HKD,Hong Kong,2014-11-01,35.76,2014
14650,PLN,Polonia,2014-01-25,12.47,2014
7037,HRK,Croacia,2014-11-01,0.49,2014
8333,INR,India,2014-11-01,24.77,2014
17314,THB,Tailandia,2014-01-18,84.52,2014
5688,EUR,Europa,2014-11-01,536.49,2014
8743,IRR,Irán,2014-01-18,0.0,2014
11625,MYR,Malasia,2014-11-01,18.41,2014
4024,CZK,República Checa,2014-01-25,24.79,2014
18975,USD,Estados Unidos,2014-11-01,2090.43,2014
3141,CNY,China,2014-01-25,0.64,2014
2712,CLP,Chile,2014-01-25,18.48,2014
9141,JPY,Japón,2014-11-01,17.25,2014
5310,EGP,Egipto,2014-11-10,0.0,2014
12955,NZD,Nueva Zelanda,2014-11-01,25.84,2014
4507,DKK,Dinamarca,2014-11-10,2.56,2014
17313,THB,Tailandia,2014-11-01,62.55,2014
8372,INR,India,2014-11-10,36.02,2014
930,AUD,Australia,2014-01-25,364.76,2014
928,AUD,Australia,2014-11-01,280.65,2014
7441,HUF,Hungria,2014-01-25,1.05,2014
12505,NOK,Noruega,2014-01-25,20.04,2014
16865,SGD,Singapur,2014-01-25,38.12,2014
15552,RUB,Rusia,2014-01-25,10.48,2014
7039,HRK,Croacia,2014-01-25,0.99,2014
13379,PEN,Perú,2014-07-06,1.22,2014
15140,RON,Rumanía,2014-10-18,15.28,2014
18996,USD,Estados Unidos,2014-07-06,3666.8329,2014
18525,UAH,Ucrania,2014-01-25,0.0,2014
8744,IRR,Irán,2014-01-25,0.0,2014
7884,IDR,Indonesia,2014-01-25,0.0,2014
15102,RON,Rumanía,2014-01-25,7.27,2014
8335,INR,India,2014-01-25,43.34,2014
1833,CAD,Canadá,2014-01-25,189.26,2014
11190,MXN,México,2014-01-25,28.66,2014
11627,MYR,Malasia,2014-01-25,37.39,2014
4468,DKK,Dinamarca,2014-11-01,0.95,2014
15571,RUB,Rusia,2014-07-06,103.41,2014
7903,IDR,Indonesia,2014-07-06,0.0,2014
8763,IRR,Irán,2014-07-06,0.0,2014
5690,EUR,Europa,2014-01-25,470.4,2014
2282,CHF,Suiza,2014-01-25,37.37,2014
18977,USD,Estados Unidos,2014-01-25,2386.07,2014
3139,CNY,China,2014-11-01,24.97,2014
13810,PHP,Filipinas,2014-01-25,34.21,2014
12524,NOK,Noruega,2014-07-06,27.95,2014
17315,THB,Tailandia,2014-01-25,81.92,2014
4894,DOP,República Dominicana,2014-07-06,0.0,2014
10757,MAD,Marruecos,2014-07-06,0.0,2014
9142,JPY,Japón,2014-01-18,12.19,2014
1400,BRL,Brasil,2014-07-06,16.19,2014
9558,KES,Kenia,2014-01-18,0.2,2014
3160,CNY,China,2014-07-06,9.72,2014
15960,SAR,Arabia Saudí,2014-01-18,2.0,2014
3576,COP,Colombia,2014-01-25,16.62,2014
5311,EGP,Egipto,2014-10-18,0.0,2014
20032,ZAR,Sudáfrica,2014-10-18,56.86,2014
4913,DOP,República Dominicana,2014-10-18,0.0,2014
2280,CHF,Suiza,2014-11-01,58.49,2014
29,AED,Emiratos Árabes Unidos,2014-11-01,7.34,2014
13808,PHP,Filipinas,2014-11-01,30.02,2014
7439,HUF,Hungria,2014-11-01,3.8,2014
3574,COP,Colombia,2014-11-01,13.2,2014
11209,MXN,México,2014-07-06,51.53,2014
11188,MXN,México,2014-11-01,90.35,2014
17742,TRY,Turquia,2014-11-01,0.37,2014
12543,NOK,Noruega,2014-10-18,52.07,2014
15961,SAR,Arabia Saudí,2014-01-25,0.21,2014
15100,RON,Rumanía,2014-11-01,21.54,2014
479,ARS,Argentina,2014-01-25,11.52,2014
9578,KES,Kenia,2014-07-06,0.35,2014
8374,INR,India,2014-10-25,67.08,2014
477,ARS,Argentina,2014-11-01,18.85,2014
2301,CHF,Suiza,2014-07-06,49.26,2014
14648,PLN,Polonia,2014-11-01,4.83,2014
16412,SEK,Suecia,2014-11-01,36.07,2014
5273,EGP,Egipto,2014-01-25,0.0,2014
1831,CAD,Canadá,2014-11-01,122.83,2014
1381,BRL,Brasil,2014-01-25,11.23,2014
7882,IDR,Indonesia,2014-11-01,0.0,2014
16453,SEK,Suecia,2014-10-25,233.43,2014
6161,GBP,Reino Unido,2014-07-06,2147.94,2014
949,AUD,Australia,2014-07-06,649.33,2014
12071,NGN,Nigeria,2014-07-06,1.37,2014
9987,KRW,Corea del Sur,2014-11-01,1.5069,2014
17763,TRY,Turquia,2014-07-06,0.0,2014
7058,HRK,Croacia,2014-07-06,5.9,2014
6141,GBP,Reino Unido,2014-01-18,1476.62,2014
16884,SGD,Singapur,2014-07-06,19.57,2014
1832,CAD,Canadá,2014-01-18,135.17,2014
9988,KRW,Corea del Sur,2014-01-18,0.0,2014
17772,TRY,Turquia,2014-09-08,0.0,2014
15580,RUB,Rusia,2014-09-08,225.1,2014
6591,HKD,Hong Kong,2014-01-25,32.77,2014
9587,KES,Kenia,2014-09-08,0.96,2014
4022,CZK,República Checa,2014-11-01,17.29,2014
9564,KES,Kenia,2014-01-03,0.16,2014
8363,INR,India,2014-09-08,40.98,2014
9171,JPY,Japón,2014-09-08,9.32,2014
484,ARS,Argentina,2014-01-03,23.42,2014
8772,IRR,Irán,2014-09-08,9.23,2014
2717,CLP,Chile,2014-01-03,21.4,2014
20022,ZAR,Sudáfrica,2014-09-08,61.96,2014
5278,EGP,Egipto,2014-01-03,0.0,2014
59,AED,Emiratos Árabes Unidos,2014-09-08,21.56,2014
7889,IDR,Indonesia,2014-01-03,0.0,2014
14655,PLN,Polonia,2014-01-03,14.69,2014
7912,IDR,Indonesia,2014-09-08,0.0,2014
5718,EUR,Europa,2014-09-08,777.84,2014
11655,MYR,Malasia,2014-09-08,18.69,2014
7044,HRK,Croacia,2014-01-03,1.35,2014
9994,KRW,Corea del Sur,2014-01-03,0.0,2014
11195,MXN,México,2014-01-03,43.68,2014
19557,VND,Vietnam,2014-01-03,0.0,2014
13838,PHP,Filipinas,2014-09-08,18.75,2014
9576,KES,Kenia,2014-05-24,0.18,2014
12985,NZD,Nueva Zelanda,2014-09-08,43.42,2014
36,AED,Emiratos Árabes Unidos,2014-01-03,0.0,2014
7469,HUF,Hungria,2014-09-08,1.18,2014
10017,KRW,Corea del Sur,2014-09-08,1.4279,2014
11218,MXN,México,2014-09-08,42.02,2014
19580,VND,Vietnam,2014-09-08,1.1841,2014
18530,UAH,Ucrania,2014-01-03,0.0,2014
15966,SAR,Arabia Saudí,2014-01-03,0.0,2014
17320,THB,Tailandia,2014-01-03,104.43,2014
12533,NOK,Noruega,2014-09-08,30.77,2014
15142,RON,Rumanía,2014-01-11,39.07,2014
13388,PEN,Perú,2014-09-08,4.84,2014
16442,SEK,Suecia,2014-09-08,72.13,2014
19005,USD,Estados Unidos,2014-09-08,4277.5291,2014
1861,CAD,Canadá,2014-09-08,128.58,2014
16870,SGD,Singapur,2014-01-03,20.51,2014
15107,RON,Rumanía,2014-01-03,9.78,2014
5707,EUR,Europa,2014-05-24,819.6707,2014
9160,JPY,Japón,2014-05-24,1.18,2014
6596,HKD,Hong Kong,2014-01-03,100.86,2014
5301,EGP,Egipto,2014-09-08,0.0,2014
3169,CNY,China,2014-09-08,29.78,2014
4903,DOP,República Dominicana,2014-09-08,0.0,2014
12080,NGN,Nigeria,2014-09-08,0.52,2014
958,AUD,Australia,2014-09-08,637.5,2014
15569,RUB,Rusia,2014-05-24,89.57,2014
1409,BRL,Brasil,2014-09-08,10.03,2014
2322,CHF,Suiza,2014-01-11,88.6922,2014
7901,IDR,Indonesia,2014-05-24,0.05,2014
3593,COP,Colombia,2014-05-24,18.1,2014
18542,UAH,Ucrania,2014-05-24,0.0,2014
4487,DKK,Dinamarca,2014-05-24,8.2,2014
4052,CZK,República Checa,2014-09-08,8.92,2014
1386,BRL,Brasil,2014-01-03,88.5,2014
3604,COP,Colombia,2014-09-08,16.08,2014
1850,CAD,Canadá,2014-05-24,152.3,2014
15130,RON,Rumanía,2014-09-08,17.36,2014
15978,SAR,Arabia Saudí,2014-05-24,0.0,2014
4041,CZK,República Checa,2014-05-24,38.9,2014
11207,MXN,México,2014-05-24,66.41,2014
14229,PKR,Paquistán,2014-05-24,0.81,2014
2740,CLP,Chile,2014-09-08,0.48,2014
947,AUD,Australia,2014-05-24,818.93,2014
16893,SGD,Singapur,2014-09-08,9.96,2014
18994,USD,Estados Unidos,2014-05-24,4587.943,2014
14678,PLN,Polonia,2014-09-08,20.88,2014
15989,SAR,Arabia Saudí,2014-09-08,0.0,2014
2752,CLP,Chile,2014-01-11,23.57,2014
2299,CHF,Suiza,2014-05-24,46.72,2014
18982,USD,Estados Unidos,2014-01-03,2816.63,2014
12057,NGN,Nigeria,2014-01-03,0.0,2014
11632,MYR,Malasia,2014-01-03,37.52,2014
19999,ZAR,Sudáfrica,2014-01-03,35.17,2014
5695,EUR,Europa,2014-01-03,707.17,2014
2287,CHF,Suiza,2014-01-03,63.6,2014
14227,PKR,Paquistán,2014-10-05,0.0,2014
14217,PKR,Paquistán,2014-01-03,0.08,2014
935,AUD,Australia,2014-01-03,480.7,2014
1838,CAD,Canadá,2014-01-03,143.36,2014
6147,GBP,Reino Unido,2014-01-03,2465.45,2014
3146,CNY,China,2014-01-03,14.54,2014
4029,CZK,República Checa,2014-01-03,20.61,2014
4043,CZK,República Checa,2014-07-06,10.66,2014
7446,HUF,Hungria,2014-01-03,1.86,2014
4880,DOP,República Dominicana,2014-01-03,0.99,2014
13365,PEN,Perú,2014-01-03,0.0,2014
3161,CNY,China,2014-06-14,30.28,2014
8749,IRR,Irán,2014-01-03,0.0,2014
9148,JPY,Japón,2014-01-03,1.67,2014
16419,SEK,Suecia,2014-01-03,37.94,2014
17761,TRY,Turquia,2014-05-24,0.0,2014
12510,NOK,Noruega,2014-01-03,22.69,2014
8352,INR,India,2014-05-24,65.93,2014
17749,TRY,Turquia,2014-01-03,0.0,2014
13815,PHP,Filipinas,2014-01-03,14.05,2014
7067,HRK,Croacia,2014-09-08,3.54,2014
3581,COP,Colombia,2014-01-03,20.49,2014
15557,RUB,Rusia,2014-01-03,117.78,2014
12962,NZD,Nueva Zelanda,2014-01-03,69.63,2014
10755,MAD,Marruecos,2014-05-24,0.0,2014
4475,DKK,Dinamarca,2014-01-03,1.17,2014
14667,PLN,Polonia,2014-05-24,19.56,2014
8340,INR,India,2014-01-03,23.44,2014
13400,PEN,Perú,2014-01-11,3.72,2014
10029,KRW,Corea del Sur,2014-01-11,2.6635,2014
19592,VND,Vietnam,2014-01-11,0.0,2014
11230,MXN,México,2014-01-11,83.39,2014
11667,MYR,Malasia,2014-01-11,35.09,2014
20034,ZAR,Sudáfrica,2014-01-11,80.18,2014
8784,IRR,Irán,2014-01-11,2.61,2014
10778,MAD,Marruecos,2014-01-11,0.0,2014
13377,PEN,Perú,2014-05-24,1.41,2014
19017,USD,Estados Unidos,2014-01-11,8964.1728,2014
12092,NGN,Nigeria,2014-01-11,0.0,2014
14252,PKR,Paquistán,2014-01-11,0.0,2014
5730,EUR,Europa,2014-01-11,1087.71,2014
519,ARS,Argentina,2014-01-11,61.21,2014
18565,UAH,Ucrania,2014-01-11,1.63,2014
11662,MYR,Malasia,2014-09-27,32.67,2014
6631,HKD,Hong Kong,2014-01-11,119.46,2014
13368,PEN,Perú,2014-03-22,1.24,2014
2729,CLP,Chile,2014-05-24,5.13,2014
9599,KES,Kenia,2014-01-11,0.34,2014
1868,CAD,Canadá,2014-09-27,252.65,2014
7481,HUF,Hungria,2014-01-11,3.39,2014
16001,SAR,Arabia Saudí,2014-01-11,0.0,2014
7924,IDR,Indonesia,2014-01-11,0.0,2014
17355,THB,Tailandia,2014-01-11,302.28,2014
12545,NOK,Noruega,2014-01-11,80.38,2014
3181,CNY,China,2014-01-11,35.34,2014
1873,CAD,Canadá,2014-01-11,293.42,2014
14240,PKR,Paquistán,2014-09-08,0.0,2014
1421,BRL,Brasil,2014-01-11,13.32,2014
16905,SGD,Singapur,2014-01-11,9.52,2014
9594,KES,Kenia,2014-09-27,0.22,2014
9183,JPY,Japón,2014-01-11,2.0,2014
4915,DOP,República Dominicana,2014-01-11,0.91,2014
15959,SAR,Arabia Saudí,2014-11-01,0.55,2014
8375,INR,India,2014-01-11,94.54,2014
14690,PLN,Polonia,2014-01-11,45.07,2014
3616,COP,Colombia,2014-01-11,44.2,2014
4510,DKK,Dinamarca,2014-01-11,1.2,2014
15592,RUB,Rusia,2014-01-11,394.3043,2014
970,AUD,Australia,2014-01-11,987.87,2014
9560,KES,Kenia,2014-01-02,0.32,2014
7079,HRK,Croacia,2014-01-11,4.75,2014
16454,SEK,Suecia,2014-01-11,175.79,2014
18978,USD,Estados Unidos,2014-01-02,2231.33,2014
13850,PHP,Filipinas,2014-01-11,20.75,2014
17343,THB,Tailandia,2014-09-08,168.46,2014
2290,CHF,Suiza,2014-03-22,22.86,2014
11635,MYR,Malasia,2014-03-22,25.56,2014
71,AED,Emiratos Árabes Unidos,2014-01-11,42.83,2014
6143,GBP,Reino Unido,2014-01-02,1779.16,2014
9144,JPY,Japón,2014-01-02,5.36,2014
6182,GBP,Reino Unido,2014-01-11,2957.27,2014
7442,HUF,Hungria,2014-01-02,2.55,2014
11628,MYR,Malasia,2014-01-02,12.32,2014
11191,MXN,México,2014-01-02,50.34,2014
32,AED,Emiratos Árabes Unidos,2014-01-02,11.13,2014
5274,EGP,Egipto,2014-01-02,0.0,2014
17745,TRY,Turquia,2014-01-02,0.96,2014
12053,NGN,Nigeria,2014-01-02,0.0,2014
10019,KRW,Corea del Sur,2014-08-23,1.5717,2014
6621,HKD,Hong Kong,2014-08-23,30.73,2014
16866,SGD,Singapur,2014-01-02,20.04,2014
9990,KRW,Corea del Sur,2014-01-02,0.2138,2014
13811,PHP,Filipinas,2014-01-02,22.08,2014
15962,SAR,Arabia Saudí,2014-01-02,0.19,2014
3577,COP,Colombia,2014-01-02,15.47,2014
12958,NZD,Nueva Zelanda,2014-01-02,42.81,2014
5691,EUR,Europa,2014-01-02,502.12,2014
4471,DKK,Dinamarca,2014-01-02,4.55,2014
1411,BRL,Brasil,2014-08-23,25.08,2014
15556,RUB,Rusia,2014-02-22,73.39,2014
17323,THB,Tailandia,2014-03-22,104.95,2014
8745,IRR,Irán,2014-01-02,0.0,2014
7885,IDR,Indonesia,2014-01-02,0.2,2014
15560,RUB,Rusia,2014-03-22,105.88,2014
2720,CLP,Chile,2014-03-22,2.88,2014
15553,RUB,Rusia,2014-01-02,74.05,2014
507,ARS,Argentina,2014-09-08,20.74,2014
18555,UAH,Ucrania,2014-08-23,0.147,2014
1382,BRL,Brasil,2014-01-02,20.02,2014
18526,UAH,Ucrania,2014-01-02,0.02,2014
18553,UAH,Ucrania,2014-09-08,0.0,2014
2310,CHF,Suiza,2014-09-08,22.02,2014
6170,GBP,Reino Unido,2014-09-08,2080.9236,2014
3142,CNY,China,2014-01-02,5.93,2014
8336,INR,India,2014-01-02,29.38,2014
14651,PLN,Polonia,2014-01-02,9.78,2014
1863,CAD,Canadá,2014-08-23,154.59,2014
2713,CLP,Chile,2014-01-02,6.2,2014
6159,GBP,Reino Unido,2014-05-24,2520.24,2014
12506,NOK,Noruega,2014-01-02,15.32,2014
6592,HKD,Hong Kong,2014-01-02,40.03,2014
931,AUD,Australia,2014-01-02,360.1,2014
16415,SEK,Suecia,2014-01-02,34.27,2014
10766,MAD,Marruecos,2014-09-08,0.0,2014
6619,HKD,Hong Kong,2014-09-08,44.54,2014
480,ARS,Argentina,2014-01-02,27.26,2014
17316,THB,Tailandia,2014-01-02,76.29,2014
12522,NOK,Noruega,2014-05-24,30.03,2014
509,ARS,Argentina,2014-08-23,74.35,2014
16444,SEK,Suecia,2014-08-23,98.03,2014
12535,NOK,Noruega,2014-08-23,49.93,2014
1834,CAD,Canadá,2014-01-02,151.51,2014
19995,ZAR,Sudáfrica,2014-01-02,54.81,2014
2283,CHF,Suiza,2014-01-02,72.87,2014
6172,GBP,Reino Unido,2014-08-23,2300.9625,2014
12509,NOK,Noruega,2014-02-22,14.09,2014
15106,RON,Rumanía,2014-02-22,2.66,2014
13390,PEN,Perú,2014-08-23,2.29,2014
12987,NZD,Nueva Zelanda,2014-08-23,55.23,2014
7475,HUF,Hungria,2014-09-20,1.5,2014
17774,TRY,Turquia,2014-08-23,0.11,2014
17349,THB,Tailandia,2014-09-20,366.5795,2014
14242,PKR,Paquistán,2014-08-23,0.13,2014
18522,UAH,Ucrania,2014-10-01,0.0,2014
7069,HRK,Croacia,2014-08-23,7.48,2014
10782,MAD,Marruecos,2014-11-28,0.0,2014
3610,COP,Colombia,2014-09-20,14.09,2014
15132,RON,Rumanía,2014-08-23,14.25,2014
19007,USD,Estados Unidos,2014-08-23,4917.5505,2014
2312,CHF,Suiza,2014-08-23,34.86,2014
19596,VND,Vietnam,2014-11-28,0.0,2014
14256,PKR,Paquistán,2014-11-28,0.0,2014
7928,IDR,Indonesia,2014-11-28,0.0,2014
12082,NGN,Nigeria,2014-08-23,0.14,2014
17345,THB,Tailandia,2014-08-23,228.3,2014
4905,DOP,República Dominicana,2014-08-23,0.0,2014
5720,EUR,Europa,2014-08-23,793.95,2014
4054,CZK,República Checa,2014-08-23,9.86,2014
